mL,CV,Channel,Fraction,Sample,Normalization,Value
15.176747,0.6323644583333333,mAU,22,Exp130_SEC,Normalized,0.6926056467888253
15.179659,0.6324857916666666,mAU,22,Exp130_SEC,Normalized,0.6901808153916282
15.18257,0.6326070833333334,mAU,22,Exp130_SEC,Normalized,0.6877489731898375
15.185482,0.6327284166666667,mAU,22,Exp130_SEC,Normalized,0.68535752891102
15.188394,0.63284975,mAU,22,Exp130_SEC,Normalized,0.6829883304544706
15.191305,0.6329710416666666,mAU,22,Exp130_SEC,Normalized,0.6805979647609751
15.194217,0.633092375,mAU,22,Exp130_SEC,Normalized,0.6782147937218441
15.197128,0.6332136666666667,mAU,23,Exp130_SEC,Normalized,0.6758055772985146
15.20004,0.633335,mAU,23,Exp130_SEC,Normalized,0.6734198813891978
15.202951,0.6334562916666667,mAU,23,Exp130_SEC,Normalized,0.6710376541122236
15.205863,0.633577625,mAU,23,Exp130_SEC,Normalized,0.6686519091763012
15.208775,0.6336989583333333,mAU,23,Exp130_SEC,Normalized,0.6662654165846442
15.211686,0.63382025,mAU,23,Exp130_SEC,Normalized,0.6638829932012478
15.214598,0.6339415833333334,mAU,23,Exp130_SEC,Normalized,0.66152184736466
15.217509,0.634062875,mAU,23,Exp130_SEC,Normalized,0.6591630425484872
15.220421,0.6341842083333333,mAU,23,Exp130_SEC,Normalized,0.6568280278926577
15.223332,0.6343055,mAU,23,Exp130_SEC,Normalized,0.654500918776973
15.226244,0.6344268333333333,mAU,23,Exp130_SEC,Normalized,0.6522303373374874
15.229156,0.6345481666666667,mAU,23,Exp130_SEC,Normalized,0.6499566181952465
15.232067,0.6346694583333333,mAU,23,Exp130_SEC,Normalized,0.6476307715146549
15.234979,0.6347907916666666,mAU,23,Exp130_SEC,Normalized,0.6452852774218889
15.23789,0.6349120833333334,mAU,23,Exp130_SEC,Normalized,0.6429614898587303
15.240802,0.6350334166666667,mAU,23,Exp130_SEC,Normalized,0.6406210577629874
15.243713,0.6351547083333333,mAU,23,Exp130_SEC,Normalized,0.638302123833778
15.246625,0.6352760416666666,mAU,23,Exp130_SEC,Normalized,0.6359991848346296
15.249537,0.635397375,mAU,23,Exp130_SEC,Normalized,0.6337079877075101
15.252448,0.6355186666666667,mAU,23,Exp130_SEC,Normalized,0.6314084683140987
15.25536,0.63564,mAU,23,Exp130_SEC,Normalized,0.6290983224039343
15.258271,0.6357612916666667,mAU,23,Exp130_SEC,Normalized,0.6267969277428606
15.261183,0.635882625,mAU,23,Exp130_SEC,Normalized,0.6244632245487294
15.264094,0.6360039166666667,mAU,23,Exp130_SEC,Normalized,0.6221480901814503
15.267006,0.63612525,mAU,23,Exp130_SEC,Normalized,0.6198480437520292
15.269917,0.6362465416666666,mAU,23,Exp130_SEC,Normalized,0.61754571758545
15.272829,0.636367875,mAU,23,Exp130_SEC,Normalized,0.6152547043081015
15.275741,0.6364892083333333,mAU,23,Exp130_SEC,Normalized,0.6129746729903961
15.278652,0.6366105,mAU,23,Exp130_SEC,Normalized,0.6107250871947373
15.281564,0.6367318333333333,mAU,23,Exp130_SEC,Normalized,0.6085336101833064
15.284475,0.636853125,mAU,23,Exp130_SEC,Normalized,0.6063395715317357
15.287387,0.6369744583333333,mAU,23,Exp130_SEC,Normalized,0.6040715027057845
15.290298,0.63709575,mAU,23,Exp130_SEC,Normalized,0.6017950380736329
15.29321,0.6372170833333334,mAU,23,Exp130_SEC,Normalized,0.5995178135290953
15.296122,0.6373384166666667,mAU,23,Exp130_SEC,Normalized,0.5972564368348017
15.299033,0.6374597083333333,mAU,23,Exp130_SEC,Normalized,0.5950173182194277
15.301945,0.6375810416666666,mAU,23,Exp130_SEC,Normalized,0.5927956898455837
15.304856,0.6377023333333333,mAU,23,Exp130_SEC,Normalized,0.5905846757318414
15.307768,0.6378236666666667,mAU,23,Exp130_SEC,Normalized,0.5883658051045595
15.310679,0.6379449583333333,mAU,23,Exp130_SEC,Normalized,0.5861603064839414
15.31359,0.63806625,mAU,23,Exp130_SEC,Normalized,0.5839636449089738
15.316502,0.6381875833333334,mAU,23,Exp130_SEC,Normalized,0.581750375571376
15.319413,0.638308875,mAU,23,Exp130_SEC,Normalized,0.5795576851514578
15.322325,0.6384302083333333,mAU,23,Exp130_SEC,Normalized,0.5773774842593036
15.325236,0.6385515,mAU,23,Exp130_SEC,Normalized,0.5751856395483311
15.328148,0.6386728333333334,mAU,23,Exp130_SEC,Normalized,0.5730014062178704
15.331059,0.638794125,mAU,23,Exp130_SEC,Normalized,0.5708469688069325
15.333971,0.6389154583333333,mAU,23,Exp130_SEC,Normalized,0.5687745774203825
15.336883,0.6390367916666667,mAU,23,Exp130_SEC,Normalized,0.5666890591601966
15.339794,0.6391580833333333,mAU,23,Exp130_SEC,Normalized,0.5645575294307019
15.342706,0.6392794166666667,mAU,23,Exp130_SEC,Normalized,0.5624053227303167
15.345617,0.6394007083333334,mAU,23,Exp130_SEC,Normalized,0.5602549545276395
15.348529,0.6395220416666666,mAU,23,Exp130_SEC,Normalized,0.558109256109141
15.35144,0.6396433333333333,mAU,23,Exp130_SEC,Normalized,0.55598473718424
15.354352,0.6397646666666666,mAU,23,Exp130_SEC,Normalized,0.553847312005428
15.357264,0.6398860000000001,mAU,23,Exp130_SEC,Normalized,0.5517300857881027
15.360175,0.6400072916666667,mAU,23,Exp130_SEC,Normalized,0.549614305855641
15.363087,0.640128625,mAU,23,Exp130_SEC,Normalized,0.5474840385612393
15.365998,0.6402499166666666,mAU,23,Exp130_SEC,Normalized,0.5453651331826738
15.36891,0.64037125,mAU,23,Exp130_SEC,Normalized,0.5432651520738505
15.371821,0.6404925416666667,mAU,23,Exp130_SEC,Normalized,0.5411655509212203
15.374733,0.640613875,mAU,23,Exp130_SEC,Normalized,0.5390614025509254
15.377645,0.6407352083333333,mAU,23,Exp130_SEC,Normalized,0.5369859715148313
15.380556,0.6408565,mAU,23,Exp130_SEC,Normalized,0.5348889687722952
15.383468,0.6409778333333334,mAU,23,Exp130_SEC,Normalized,0.5328152291540926
15.386379,0.641099125,mAU,23,Exp130_SEC,Normalized,0.5308168066586662
15.389291,0.6412204583333333,mAU,23,Exp130_SEC,Normalized,0.5288225269114085
15.392202,0.6413417499999999,mAU,23,Exp130_SEC,Normalized,0.5267897857920971
15.395114,0.6414630833333334,mAU,23,Exp130_SEC,Normalized,0.524736306418638
15.398026,0.6415844166666667,mAU,23,Exp130_SEC,Normalized,0.5226817362032053
15.400937,0.6417057083333334,mAU,23,Exp130_SEC,Normalized,0.5206500491559133
15.403849,0.6418270416666666,mAU,23,Exp130_SEC,Normalized,0.5186366980590967
15.40676,0.6419483333333333,mAU,23,Exp130_SEC,Normalized,0.516626815594623
15.409672,0.6420696666666666,mAU,23,Exp130_SEC,Normalized,0.5146221544636401
15.412583,0.6421909583333333,mAU,23,Exp130_SEC,Normalized,0.5126325935271668
15.415495,0.6423122916666667,mAU,23,Exp130_SEC,Normalized,0.5106570419432294
15.418406,0.6424335833333333,mAU,23,Exp130_SEC,Normalized,0.5086818825721362
15.421318,0.6425549166666666,mAU,23,Exp130_SEC,Normalized,0.5067017715138826
15.42423,0.64267625,mAU,23,Exp130_SEC,Normalized,0.5047378514921118
15.427141,0.6427975416666667,mAU,23,Exp130_SEC,Normalized,0.5027756474015354
15.430053,0.642918875,mAU,23,Exp130_SEC,Normalized,0.5008323920940039
15.432964,0.6430401666666666,mAU,23,Exp130_SEC,Normalized,0.4988912939571167
15.435876,0.6431615,mAU,23,Exp130_SEC,Normalized,0.4969570718016578
15.438787,0.6432827916666667,mAU,23,Exp130_SEC,Normalized,0.4950645590308705
15.441699,0.643404125,mAU,23,Exp130_SEC,Normalized,0.4932241860550856
15.444611,0.6435254583333333,mAU,23,Exp130_SEC,Normalized,0.491360194512077
15.447522,0.6436467499999999,mAU,24,Exp130_SEC,Normalized,0.4894711626302838
15.450434,0.6437680833333334,mAU,24,Exp130_SEC,Normalized,0.4875704991863238
15.453345,0.643889375,mAU,24,Exp130_SEC,Normalized,0.4856820801371
15.456257,0.6440107083333334,mAU,24,Exp130_SEC,Normalized,0.4838019465842141
15.459168,0.644132,mAU,24,Exp130_SEC,Normalized,0.4819311280863826
15.46208,0.6442533333333333,mAU,24,Exp130_SEC,Normalized,0.4800701394229639
15.464992,0.6443746666666667,mAU,24,Exp130_SEC,Normalized,0.4782147275359266
15.467903,0.6444959583333333,mAU,24,Exp130_SEC,Normalized,0.4763732392048654
15.470815,0.6446172916666667,mAU,24,Exp130_SEC,Normalized,0.4744961943281292
15.473726,0.6447385833333333,mAU,24,Exp130_SEC,Normalized,0.4726434911610485
15.476638,0.6448599166666666,mAU,24,Exp130_SEC,Normalized,0.4707979581350294
15.479549,0.6449812083333334,mAU,24,Exp130_SEC,Normalized,0.4689559305113072
15.482461,0.6451025416666667,mAU,24,Exp130_SEC,Normalized,0.4671243087846129
15.485373,0.645223875,mAU,24,Exp130_SEC,Normalized,0.4652977490549417
15.488284,0.6453451666666666,mAU,25,Exp130_SEC,Normalized,0.4634636392280158
15.491196,0.6454665,mAU,25,Exp130_SEC,Normalized,0.4616452791981228
15.494107,0.6455877916666667,mAU,25,Exp130_SEC,Normalized,0.459894808760265
15.497019,0.645709125,mAU,25,Exp130_SEC,Normalized,0.4581228401558737
15.49993,0.6458304166666667,mAU,25,Exp130_SEC,Normalized,0.4563247036007701
15.502842,0.6459517499999999,mAU,25,Exp130_SEC,Normalized,0.4545449152527935
15.505754,0.6460730833333334,mAU,25,Exp130_SEC,Normalized,0.452776452050699
15.508665,0.646194375,mAU,25,Exp130_SEC,Normalized,0.4510005490612122
15.511577,0.6463157083333334,mAU,25,Exp130_SEC,Normalized,0.4492521990240445
15.514488,0.646437,mAU,25,Exp130_SEC,Normalized,0.4475232022394177
15.517399,0.6465582916666667,mAU,25,Exp130_SEC,Normalized,0.4458074916648948
15.52031,0.6466795833333333,mAU,25,Exp130_SEC,Normalized,0.4440672800442484
15.523222,0.6468009166666667,mAU,25,Exp130_SEC,Normalized,0.4423453185775181
15.526134,0.64692225,mAU,25,Exp130_SEC,Normalized,0.4406342655305225
15.529045,0.6470435416666667,mAU,25,Exp130_SEC,Normalized,0.4389364619236768
15.531957,0.647164875,mAU,25,Exp130_SEC,Normalized,0.4372569329840498
15.534868,0.6472861666666666,mAU,25,Exp130_SEC,Normalized,0.4355823189616292
15.53778,0.6474075,mAU,25,Exp130_SEC,Normalized,0.4338986595304847
15.540691,0.6475287916666667,mAU,25,Exp130_SEC,Normalized,0.4322372214083057
15.543603,0.647650125,mAU,25,Exp130_SEC,Normalized,0.4305794112549373
15.546515,0.6477714583333333,mAU,25,Exp130_SEC,Normalized,0.428972368151616
15.549426,0.64789275,mAU,25,Exp130_SEC,Normalized,0.4273805968359234
15.552338,0.6480140833333333,mAU,25,Exp130_SEC,Normalized,0.42576134610782
15.555249,0.648135375,mAU,25,Exp130_SEC,Normalized,0.4241068575069778
15.558161,0.6482567083333334,mAU,25,Exp130_SEC,Normalized,0.4224747618082203
15.561072,0.648378,mAU,25,Exp130_SEC,Normalized,0.4208478139030457
15.563984,0.6484993333333333,mAU,25,Exp130_SEC,Normalized,0.419229911406595
15.566895,0.6486206250000001,mAU,25,Exp130_SEC,Normalized,0.4176267904317176
15.569807,0.6487419583333334,mAU,25,Exp130_SEC,Normalized,0.4160291604366618
15.572719,0.6488632916666667,mAU,25,Exp130_SEC,Normalized,0.4144367640317485
15.57563,0.6489845833333333,mAU,25,Exp130_SEC,Normalized,0.4128497605534457
15.578542,0.6491059166666667,mAU,25,Exp130_SEC,Normalized,0.4112656251315675
15.581453,0.6492272083333334,mAU,25,Exp130_SEC,Normalized,0.4096808278505144
15.584365,0.6493485416666667,mAU,25,Exp130_SEC,Normalized,0.4080877695864262
15.587276,0.6494698333333333,mAU,25,Exp130_SEC,Normalized,0.4065279391042494
15.590188,0.6495911666666666,mAU,25,Exp130_SEC,Normalized,0.4049695549069363
15.5931,0.6497125,mAU,25,Exp130_SEC,Normalized,0.4034159017770588
15.596011,0.6498337916666667,mAU,25,Exp130_SEC,Normalized,0.4018740763157702
15.598923,0.649955125,mAU,25,Exp130_SEC,Normalized,0.4003553178723929
15.601834,0.6500764166666667,mAU,25,Exp130_SEC,Normalized,0.3988618571574793
15.604746,0.65019775,mAU,25,Exp130_SEC,Normalized,0.3973793048623006
15.607657,0.6503190416666667,mAU,25,Exp130_SEC,Normalized,0.3958634512453022
15.610569,0.650440375,mAU,25,Exp130_SEC,Normalized,0.3943313453085638
15.613481,0.6505617083333334,mAU,25,Exp130_SEC,Normalized,0.3928286798484583
15.616392,0.650683,mAU,25,Exp130_SEC,Normalized,0.3913397050679525
15.619304,0.6508043333333333,mAU,25,Exp130_SEC,Normalized,0.3898580720216278
15.622215,0.6509256250000001,mAU,25,Exp130_SEC,Normalized,0.388380765573243
15.625127,0.6510469583333334,mAU,25,Exp130_SEC,Normalized,0.3869155441831262
15.628038,0.65116825,mAU,25,Exp130_SEC,Normalized,0.3854945325345641
15.63095,0.6512895833333333,mAU,25,Exp130_SEC,Normalized,0.3840606514020451
15.633862,0.6514109166666667,mAU,25,Exp130_SEC,Normalized,0.3826085078589588
15.636773,0.6515322083333334,mAU,25,Exp130_SEC,Normalized,0.38118178461085
15.639685,0.6516535416666667,mAU,25,Exp130_SEC,Normalized,0.3797683965994509
15.642596,0.6517748333333333,mAU,25,Exp130_SEC,Normalized,0.3783483777396512
15.645508,0.6518961666666666,mAU,25,Exp130_SEC,Normalized,0.3769295232617332
15.648419,0.6520174583333334,mAU,25,Exp130_SEC,Normalized,0.3755279996888772
15.651331,0.6521387916666667,mAU,25,Exp130_SEC,Normalized,0.3741321141756594
15.654243,0.652260125,mAU,25,Exp130_SEC,Normalized,0.3728067411778737
15.657154,0.6523814166666667,mAU,25,Exp130_SEC,Normalized,0.371490536155326
15.660066,0.65250275,mAU,25,Exp130_SEC,Normalized,0.3701436037077498
15.662977,0.6526240416666667,mAU,25,Exp130_SEC,Normalized,0.368788018064294
15.665889,0.652745375,mAU,25,Exp130_SEC,Normalized,0.3674332413598299
15.6688,0.6528666666666666,mAU,25,Exp130_SEC,Normalized,0.3660766506709603
15.671712,0.652988,mAU,25,Exp130_SEC,Normalized,0.3647193000697048
15.674623,0.6531092916666666,mAU,25,Exp130_SEC,Normalized,0.3633650258879475
15.677535,0.6532306250000001,mAU,25,Exp130_SEC,Normalized,0.3620359146114887
15.680447,0.6533519583333333,mAU,25,Exp130_SEC,Normalized,0.3607064846620939
15.683358,0.65347325,mAU,25,Exp130_SEC,Normalized,0.3593932947757874
15.68627,0.6535945833333333,mAU,25,Exp130_SEC,Normalized,0.3580864783482025
15.689181,0.653715875,mAU,25,Exp130_SEC,Normalized,0.3567758991286416
15.692093,0.6538372083333334,mAU,25,Exp130_SEC,Normalized,0.355467354513211
15.695004,0.6539585,mAU,25,Exp130_SEC,Normalized,0.3541681494661376
15.697916,0.6540798333333333,mAU,25,Exp130_SEC,Normalized,0.3528525450195078
15.700828,0.6542011666666666,mAU,25,Exp130_SEC,Normalized,0.3515718352593783
15.703739,0.6543224583333334,mAU,25,Exp130_SEC,Normalized,0.3503013843164599
15.706651,0.6544437916666667,mAU,25,Exp130_SEC,Normalized,0.3490597977875592
15.709562,0.6545650833333333,mAU,25,Exp130_SEC,Normalized,0.3478268767111894
15.712474,0.6546864166666667,mAU,25,Exp130_SEC,Normalized,0.3465727638845706
15.715385,0.6548077083333333,mAU,25,Exp130_SEC,Normalized,0.3453004009040359
15.718297,0.6549290416666667,mAU,25,Exp130_SEC,Normalized,0.3440590595081629
15.721209,0.655050375,mAU,25,Exp130_SEC,Normalized,0.3428186496177953
15.724119,0.655171625,mAU,25,Exp130_SEC,Normalized,0.3415865865070226
15.727031,0.6552929583333333,mAU,25,Exp130_SEC,Normalized,0.3403659833652973
15.729942,0.65541425,mAU,25,Exp130_SEC,Normalized,0.3391575388217482
15.732854,0.6555355833333333,mAU,25,Exp130_SEC,Normalized,0.3379533841061848
15.735765,0.655656875,mAU,25,Exp130_SEC,Normalized,0.3367512762514032
15.738677,0.6557782083333333,mAU,25,Exp130_SEC,Normalized,0.3355512275140546
15.741589,0.6558995416666666,mAU,25,Exp130_SEC,Normalized,0.3343518406358809
15.7445,0.6560208333333334,mAU,25,Exp130_SEC,Normalized,0.3331595258455578
15.747412,0.6561421666666667,mAU,25,Exp130_SEC,Normalized,0.3319740257534063
15.750323,0.6562634583333333,mAU,25,Exp130_SEC,Normalized,0.3308168507826111
15.753235,0.6563847916666666,mAU,25,Exp130_SEC,Normalized,0.3296840175214715
15.756146,0.6565060833333333,mAU,25,Exp130_SEC,Normalized,0.3285455707139964
15.759058,0.6566274166666667,mAU,25,Exp130_SEC,Normalized,0.3274217706049293
15.76197,0.65674875,mAU,25,Exp130_SEC,Normalized,0.3263273251759353
15.764881,0.6568700416666667,mAU,25,Exp130_SEC,Normalized,0.325235809086623
15.767793,0.6569913749999999,mAU,25,Exp130_SEC,Normalized,0.3241101582231964
15.770704,0.6571126666666667,mAU,25,Exp130_SEC,Normalized,0.3229979651629933
15.773616,0.657234,mAU,25,Exp130_SEC,Normalized,0.3218894123282523
15.776527,0.6573552916666666,mAU,25,Exp130_SEC,Normalized,0.3208017203141728
15.779439,0.657476625,mAU,25,Exp130_SEC,Normalized,0.319725819198728
15.782351,0.6575979583333333,mAU,25,Exp130_SEC,Normalized,0.318647380956446
15.785262,0.65771925,mAU,25,Exp130_SEC,Normalized,0.3175640523102605
15.788174,0.6578405833333333,mAU,25,Exp130_SEC,Normalized,0.3164844129161425
15.791085,0.657961875,mAU,25,Exp130_SEC,Normalized,0.3153952378472452
15.793997,0.6580832083333333,mAU,25,Exp130_SEC,Normalized,0.314312301413904
15.796908,0.6582045,mAU,25,Exp130_SEC,Normalized,0.3132159929738991
15.79982,0.6583258333333334,mAU,25,Exp130_SEC,Normalized,0.3121451170855232
15.802732,0.6584471666666667,mAU,25,Exp130_SEC,Normalized,0.3110811784618326
15.805643,0.6585684583333333,mAU,25,Exp130_SEC,Normalized,0.3100194705486946
15.808555,0.6586897916666666,mAU,25,Exp130_SEC,Normalized,0.3089681317626304
15.811466,0.6588110833333333,mAU,25,Exp130_SEC,Normalized,0.3079284122820815
15.814378,0.6589324166666667,mAU,25,Exp130_SEC,Normalized,0.3069216386804621
15.817289,0.6590537083333333,mAU,25,Exp130_SEC,Normalized,0.305934169304778
15.820201,0.6591750416666667,mAU,25,Exp130_SEC,Normalized,0.3048957735425791
15.823112,0.6592963333333334,mAU,25,Exp130_SEC,Normalized,0.3038547793702858
15.826024,0.6594176666666667,mAU,25,Exp130_SEC,Normalized,0.3028447700127002
15.828936,0.659539,mAU,25,Exp130_SEC,Normalized,0.3018562710782996
15.831847,0.6596602916666666,mAU,25,Exp130_SEC,Normalized,0.3008637887321981
15.834759,0.659781625,mAU,25,Exp130_SEC,Normalized,0.2998750569214211
15.83767,0.6599029166666667,mAU,25,Exp130_SEC,Normalized,0.2989134490801646
15.840582,0.66002425,mAU,25,Exp130_SEC,Normalized,0.2979279285120512
15.843493,0.6601455416666667,mAU,25,Exp130_SEC,Normalized,0.2969595427425774
15.846405,0.660266875,mAU,25,Exp130_SEC,Normalized,0.2959849551075016
15.849317,0.6603882083333333,mAU,25,Exp130_SEC,Normalized,0.295019988943765
15.852228,0.6605095,mAU,25,Exp130_SEC,Normalized,0.2940550963199367
15.85514,0.6606308333333334,mAU,25,Exp130_SEC,Normalized,0.2930730076142118
15.858051,0.660752125,mAU,25,Exp130_SEC,Normalized,0.2921067422454281
15.860963,0.6608734583333333,mAU,25,Exp130_SEC,Normalized,0.2911781170530553
15.863874,0.66099475,mAU,25,Exp130_SEC,Normalized,0.290246341901276
15.866786,0.6611160833333333,mAU,25,Exp130_SEC,Normalized,0.2893286618985923
15.869698,0.6612374166666667,mAU,25,Exp130_SEC,Normalized,0.2884230056709197
15.872609,0.6613587083333333,mAU,25,Exp130_SEC,Normalized,0.2875051295618138
15.875521,0.6614800416666667,mAU,25,Exp130_SEC,Normalized,0.2865710379029222
15.878432,0.6616013333333334,mAU,25,Exp130_SEC,Normalized,0.2856506246669791
15.881344,0.6617226666666667,mAU,25,Exp130_SEC,Normalized,0.2847634514695988
15.884255,0.6618439583333333,mAU,25,Exp130_SEC,Normalized,0.2838718413644163
15.887167,0.6619652916666666,mAU,25,Exp130_SEC,Normalized,0.2829880632594703
15.890079,0.662086625,mAU,25,Exp130_SEC,Normalized,0.282098071032271
15.89299,0.6622079166666667,mAU,25,Exp130_SEC,Normalized,0.2812222107241214
15.895902,0.66232925,mAU,25,Exp130_SEC,Normalized,0.2803540230797403
15.898813,0.6624505416666667,mAU,25,Exp130_SEC,Normalized,0.2794791923303072
15.901725,0.662571875,mAU,25,Exp130_SEC,Normalized,0.2785976081659597
15.904636,0.6626931666666667,mAU,25,Exp130_SEC,Normalized,0.2777249223305194
15.907548,0.6628145,mAU,25,Exp130_SEC,Normalized,0.2768551045515038
15.91046,0.6629358333333334,mAU,25,Exp130_SEC,Normalized,0.2760078267543898
15.913371,0.663057125,mAU,25,Exp130_SEC,Normalized,0.275164985865078
15.916283,0.6631784583333333,mAU,25,Exp130_SEC,Normalized,0.2743209928505359
15.919194,0.66329975,mAU,25,Exp130_SEC,Normalized,0.273485738828433
15.922106,0.6634210833333333,mAU,25,Exp130_SEC,Normalized,0.2726664674797394
15.925017,0.663542375,mAU,25,Exp130_SEC,Normalized,0.2718548442815116
15.927929,0.6636637083333333,mAU,25,Exp130_SEC,Normalized,0.2710154720245425
15.93084,0.663785,mAU,25,Exp130_SEC,Normalized,0.2702020961251663
15.933751,0.6639062916666667,mAU,25,Exp130_SEC,Normalized,0.2693965399693753
15.936663,0.664027625,mAU,25,Exp130_SEC,Normalized,0.2685863017727543
15.939574,0.6641489166666666,mAU,25,Exp130_SEC,Normalized,0.2677745927779667
15.942486,0.6642702500000001,mAU,25,Exp130_SEC,Normalized,0.2669727503875461
15.945397,0.6643915416666667,mAU,25,Exp130_SEC,Normalized,0.2661837529677796
15.948309,0.664512875,mAU,25,Exp130_SEC,Normalized,0.2653977094009975
15.951221,0.6646342083333333,mAU,25,Exp130_SEC,Normalized,0.2646102808326085
15.954132,0.6647554999999999,mAU,25,Exp130_SEC,Normalized,0.263827166605508
15.957044,0.6648768333333334,mAU,25,Exp130_SEC,Normalized,0.2630441749449214
15.959955,0.664998125,mAU,25,Exp130_SEC,Normalized,0.2622582171746989
15.962867,0.6651194583333333,mAU,25,Exp130_SEC,Normalized,0.2614864035801776
15.965778,0.66524075,mAU,25,Exp130_SEC,Normalized,0.260730707482231
15.96869,0.6653620833333334,mAU,25,Exp130_SEC,Normalized,0.2599794728053893
15.971601,0.665483375,mAU,25,Exp130_SEC,Normalized,0.2592269144101977
15.974513,0.6656047083333333,mAU,25,Exp130_SEC,Normalized,0.2584921281595181
15.977425,0.6657260416666667,mAU,25,Exp130_SEC,Normalized,0.2577542777459915
15.980336,0.6658473333333333,mAU,25,Exp130_SEC,Normalized,0.2570171872448509
15.983248,0.6659686666666667,mAU,25,Exp130_SEC,Normalized,0.2562738581081543
15.986159,0.6660899583333334,mAU,25,Exp130_SEC,Normalized,0.2555486933288137
15.989071,0.6662112916666666,mAU,26,Exp130_SEC,Normalized,0.2548312257265446
15.991982,0.6663325833333333,mAU,26,Exp130_SEC,Normalized,0.2541002758077492
15.994894,0.6664539166666666,mAU,26,Exp130_SEC,Normalized,0.2533686640297788
15.997807,0.6665752916666666,mAU,26,Exp130_SEC,Normalized,0.2526441243396591
16.000717,0.6666965416666667,mAU,26,Exp130_SEC,Normalized,0.251933238559185
16.00363,0.6668179166666667,mAU,26,Exp130_SEC,Normalized,0.2512189699429279
16.00654,0.6669391666666667,mAU,26,Exp130_SEC,Normalized,0.2505082802688761
16.009453,0.6670605416666667,mAU,26,Exp130_SEC,Normalized,0.2497950412113356
16.012363,0.6671817916666667,mAU,26,Exp130_SEC,Normalized,0.2490919506611439
16.015276,0.6673031666666667,mAU,26,Exp130_SEC,Normalized,0.2484101131444583
16.018187,0.6674244583333334,mAU,26,Exp130_SEC,Normalized,0.2477383383385616
16.021099,0.6675457916666666,mAU,26,Exp130_SEC,Normalized,0.2470419399200275
16.02401,0.6676670833333334,mAU,26,Exp130_SEC,Normalized,0.2463479438051654
16.026922,0.6677884166666667,mAU,26,Exp130_SEC,Normalized,0.2456759728928466
16.029833,0.6679097083333333,mAU,26,Exp130_SEC,Normalized,0.2450320574555537
16.032743,0.6680309583333334,mAU,26,Exp130_SEC,Normalized,0.2443868060432596
16.035656,0.6681523333333333,mAU,26,Exp130_SEC,Normalized,0.2437330485149026
16.038567,0.668273625,mAU,26,Exp130_SEC,Normalized,0.2430809333778315
16.041479,0.6683949583333333,mAU,26,Exp130_SEC,Normalized,0.2424229105347916
16.04439,0.66851625,mAU,26,Exp130_SEC,Normalized,0.2417886901087463
16.047302,0.6686375833333332,mAU,26,Exp130_SEC,Normalized,0.2411583182712365
16.050213,0.668758875,mAU,26,Exp130_SEC,Normalized,0.2405282528500116
16.053125,0.6688802083333334,mAU,26,Exp130_SEC,Normalized,0.2399005161925501
16.056036,0.6690014999999999,mAU,26,Exp130_SEC,Normalized,0.2392667982892117
16.058949,0.6691228749999999,mAU,26,Exp130_SEC,Normalized,0.2386244149333422
16.061859,0.669244125,mAU,26,Exp130_SEC,Normalized,0.2379845196777044
16.064772,0.6693655000000001,mAU,26,Exp130_SEC,Normalized,0.2373605948388245
16.067682,0.66948675,mAU,26,Exp130_SEC,Normalized,0.2367615755155641
16.070595,0.669608125,mAU,26,Exp130_SEC,Normalized,0.236162445882441
16.073505,0.6697293750000001,mAU,26,Exp130_SEC,Normalized,0.2355618331945002
16.076418,0.66985075,mAU,26,Exp130_SEC,Normalized,0.2349565262090779
16.079329,0.6699720416666667,mAU,26,Exp130_SEC,Normalized,0.2343600440126546
16.082241,0.670093375,mAU,26,Exp130_SEC,Normalized,0.2337792625866586
16.085152,0.6702146666666667,mAU,26,Exp130_SEC,Normalized,0.2332038863439246
16.088064,0.6703359999999999,mAU,26,Exp130_SEC,Normalized,0.2326005036527701
16.090975,0.6704572916666667,mAU,26,Exp130_SEC,Normalized,0.2320156652751649
16.093887,0.670578625,mAU,26,Exp130_SEC,Normalized,0.2314194772383749
16.096798,0.6706999166666666,mAU,26,Exp130_SEC,Normalized,0.2308448241380727
16.09971,0.67082125,mAU,26,Exp130_SEC,Normalized,0.2302810917141568
16.102621,0.6709425416666667,mAU,26,Exp130_SEC,Normalized,0.2297257918663954
16.105534,0.6710639166666666,mAU,26,Exp130_SEC,Normalized,0.2291765468044194
16.108444,0.6711851666666666,mAU,26,Exp130_SEC,Normalized,0.228624691075698
16.111357,0.6713065416666667,mAU,26,Exp130_SEC,Normalized,0.2280549651492535
16.114267,0.6714277916666668,mAU,26,Exp130_SEC,Normalized,0.22749434591479
16.11718,0.6715491666666668,mAU,26,Exp130_SEC,Normalized,0.2269516704179578
16.12009,0.6716704166666667,mAU,26,Exp130_SEC,Normalized,0.2264090316910797
16.123003,0.6717917916666667,mAU,26,Exp130_SEC,Normalized,0.2258663439375961
16.125914,0.6719130833333334,mAU,26,Exp130_SEC,Normalized,0.22533078955522
16.128826,0.6720344166666666,mAU,26,Exp130_SEC,Normalized,0.2248020131010611
16.131737,0.6721557083333334,mAU,26,Exp130_SEC,Normalized,0.2242814731166346
16.134649,0.6722770416666667,mAU,26,Exp130_SEC,Normalized,0.2237773570450675
16.13756,0.6723983333333333,mAU,26,Exp130_SEC,Normalized,0.2232573686099534
16.140472,0.6725196666666666,mAU,26,Exp130_SEC,Normalized,0.2227180269222985
