mL,CV,Channel,Fraction,Sample,Normalization,Value
14.291635,0.5954847916666667,mS/cm,19,Exp130_SEC,Signal,23.510384
14.294546,0.5956060833333333,mS/cm,19,Exp130_SEC,Signal,23.510357
14.297458,0.5957274166666667,mS/cm,19,Exp130_SEC,Signal,23.51041
14.300369,0.5958487083333334,mS/cm,19,Exp130_SEC,Signal,23.51055
14.303281,0.5959700416666667,mS/cm,19,Exp130_SEC,Signal,23.510635
14.306192,0.5960913333333333,mS/cm,19,Exp130_SEC,Signal,23.510635
14.309104,0.5962126666666666,mS/cm,19,Exp130_SEC,Signal,23.5107
14.312016,0.596334,mS/cm,19,Exp130_SEC,Signal,23.5109
14.314927,0.5964552916666667,mS/cm,19,Exp130_SEC,Signal,23.511133
14.317839,0.596576625,mS/cm,19,Exp130_SEC,Signal,23.511383
14.32075,0.5966979166666667,mS/cm,19,Exp130_SEC,Signal,23.51153
14.323662,0.59681925,mS/cm,19,Exp130_SEC,Signal,23.511705
14.326573,0.5969405416666667,mS/cm,19,Exp130_SEC,Signal,23.511938
14.329485,0.597061875,mS/cm,19,Exp130_SEC,Signal,23.512131
14.332397,0.5971832083333334,mS/cm,19,Exp130_SEC,Signal,23.512213
14.335308,0.5973045,mS/cm,19,Exp130_SEC,Signal,23.512396
14.33822,0.5974258333333333,mS/cm,19,Exp130_SEC,Signal,23.512836
14.341131,0.5975471250000001,mS/cm,19,Exp130_SEC,Signal,23.513145
14.344043,0.5976684583333333,mS/cm,19,Exp130_SEC,Signal,23.513407
14.346954,0.59778975,mS/cm,19,Exp130_SEC,Signal,23.513735
14.349866,0.5979110833333333,mS/cm,19,Exp130_SEC,Signal,23.514067
14.352777,0.598032375,mS/cm,19,Exp130_SEC,Signal,23.514292
14.355689,0.5981537083333334,mS/cm,19,Exp130_SEC,Signal,23.514462
14.358601,0.5982750416666667,mS/cm,19,Exp130_SEC,Signal,23.5147
14.361512,0.5983963333333333,mS/cm,19,Exp130_SEC,Signal,23.514757
14.364424,0.5985176666666666,mS/cm,19,Exp130_SEC,Signal,23.51507
14.367335,0.5986389583333334,mS/cm,19,Exp130_SEC,Signal,23.515501
14.370247,0.5987602916666667,mS/cm,19,Exp130_SEC,Signal,23.515774
14.373158,0.5988815833333333,mS/cm,19,Exp130_SEC,Signal,23.51594
14.37607,0.5990029166666667,mS/cm,19,Exp130_SEC,Signal,23.516111
14.378982,0.59912425,mS/cm,19,Exp130_SEC,Signal,23.516165
14.381893,0.5992455416666667,mS/cm,19,Exp130_SEC,Signal,23.516478
14.384805,0.599366875,mS/cm,19,Exp130_SEC,Signal,23.5168
14.387716,0.5994881666666666,mS/cm,19,Exp130_SEC,Signal,23.517097
14.390628,0.5996095,mS/cm,19,Exp130_SEC,Signal,23.517408
14.393539,0.5997307916666667,mS/cm,19,Exp130_SEC,Signal,23.517603
14.396451,0.5998521250000001,mS/cm,19,Exp130_SEC,Signal,23.517691
14.399363,0.5999734583333333,mS/cm,19,Exp130_SEC,Signal,23.517803
14.402274,0.60009475,mS/cm,19,Exp130_SEC,Signal,23.517923
14.405186,0.6002160833333333,mS/cm,19,Exp130_SEC,Signal,23.51811
14.408097,0.600337375,mS/cm,19,Exp130_SEC,Signal,23.518202
14.411009,0.6004587083333334,mS/cm,19,Exp130_SEC,Signal,23.518265
14.41392,0.60058,mS/cm,19,Exp130_SEC,Signal,23.518412
14.416832,0.6007013333333333,mS/cm,19,Exp130_SEC,Signal,23.518671
14.419744,0.6008226666666666,mS/cm,19,Exp130_SEC,Signal,23.518917
14.422655,0.6009439583333334,mS/cm,19,Exp130_SEC,Signal,23.519062
14.425567,0.6010652916666667,mS/cm,19,Exp130_SEC,Signal,23.51923
14.428478,0.6011865833333333,mS/cm,19,Exp130_SEC,Signal,23.519308
14.43139,0.6013079166666667,mS/cm,19,Exp130_SEC,Signal,23.519604
14.434301,0.6014292083333334,mS/cm,19,Exp130_SEC,Signal,23.51967
14.437213,0.6015505416666667,mS/cm,19,Exp130_SEC,Signal,23.51968
14.440125,0.601671875,mS/cm,19,Exp130_SEC,Signal,23.519781
14.443036,0.6017931666666666,mS/cm,19,Exp130_SEC,Signal,23.520058
14.445948,0.6019145,mS/cm,20,Exp130_SEC,Signal,23.520424
14.448859,0.6020357916666667,mS/cm,20,Exp130_SEC,Signal,23.520491
14.451771,0.6021571250000001,mS/cm,20,Exp130_SEC,Signal,23.520836
14.454682,0.6022784166666667,mS/cm,20,Exp130_SEC,Signal,23.521135
14.457594,0.60239975,mS/cm,20,Exp130_SEC,Signal,23.521215
14.460505,0.6025210416666666,mS/cm,20,Exp130_SEC,Signal,23.521273
14.463417,0.602642375,mS/cm,20,Exp130_SEC,Signal,23.521391
14.466329,0.6027637083333334,mS/cm,20,Exp130_SEC,Signal,23.521639
14.46924,0.602885,mS/cm,20,Exp130_SEC,Signal,23.521992
14.472152,0.6030063333333333,mS/cm,20,Exp130_SEC,Signal,23.522173
14.475063,0.6031276250000001,mS/cm,20,Exp130_SEC,Signal,23.522375
14.477975,0.6032489583333334,mS/cm,20,Exp130_SEC,Signal,23.52247
14.480886,0.60337025,mS/cm,20,Exp130_SEC,Signal,23.522532
14.483798,0.6034915833333333,mS/cm,20,Exp130_SEC,Signal,23.522566
14.48671,0.6036129166666667,mS/cm,20,Exp130_SEC,Signal,23.522554
14.48962,0.6037341666666667,mS/cm,20,Exp130_SEC,Signal,23.522505
14.492532,0.6038555,mS/cm,20,Exp130_SEC,Signal,23.522551
14.495443,0.6039767916666666,mS/cm,20,Exp130_SEC,Signal,23.522982
14.498355,0.604098125,mS/cm,20,Exp130_SEC,Signal,23.523211
14.501266,0.6042194166666667,mS/cm,20,Exp130_SEC,Signal,23.523544
14.504178,0.60434075,mS/cm,20,Exp130_SEC,Signal,23.523798
14.50709,0.6044620833333333,mS/cm,20,Exp130_SEC,Signal,23.523966
14.510001,0.604583375,mS/cm,20,Exp130_SEC,Signal,23.524046
14.512913,0.6047047083333333,mS/cm,20,Exp130_SEC,Signal,23.52409
14.515824,0.604826,mS/cm,20,Exp130_SEC,Signal,23.524157
14.518736,0.6049473333333334,mS/cm,20,Exp130_SEC,Signal,23.524078
14.521647,0.605068625,mS/cm,20,Exp130_SEC,Signal,23.52412
14.524559,0.6051899583333333,mS/cm,20,Exp130_SEC,Signal,23.524435
14.527471,0.6053112916666666,mS/cm,20,Exp130_SEC,Signal,23.52466
14.530382,0.6054325833333333,mS/cm,20,Exp130_SEC,Signal,23.524881
14.533294,0.6055539166666667,mS/cm,20,Exp130_SEC,Signal,23.525009
14.536205,0.6056752083333333,mS/cm,20,Exp130_SEC,Signal,23.525068
14.539117,0.6057965416666666,mS/cm,20,Exp130_SEC,Signal,23.525297
14.542028,0.6059178333333334,mS/cm,20,Exp130_SEC,Signal,23.525463
14.54494,0.6060391666666667,mS/cm,20,Exp130_SEC,Signal,23.525616
14.547852,0.6061605,mS/cm,20,Exp130_SEC,Signal,23.525829
14.550763,0.6062817916666666,mS/cm,20,Exp130_SEC,Signal,23.52619
14.553675,0.606403125,mS/cm,20,Exp130_SEC,Signal,23.526508
14.556586,0.6065244166666667,mS/cm,20,Exp130_SEC,Signal,23.526653
14.559498,0.60664575,mS/cm,20,Exp130_SEC,Signal,23.526743
14.562409,0.6067670416666667,mS/cm,20,Exp130_SEC,Signal,23.527079
14.565321,0.606888375,mS/cm,20,Exp130_SEC,Signal,23.527582
14.568233,0.6070097083333333,mS/cm,20,Exp130_SEC,Signal,23.527534
14.571144,0.607131,mS/cm,20,Exp130_SEC,Signal,23.527668
14.574056,0.6072523333333334,mS/cm,20,Exp130_SEC,Signal,23.527781
14.576967,0.607373625,mS/cm,20,Exp130_SEC,Signal,23.527905
14.579879,0.6074949583333333,mS/cm,20,Exp130_SEC,Signal,23.528091
14.58279,0.60761625,mS/cm,20,Exp130_SEC,Signal,23.528254
14.585702,0.6077375833333333,mS/cm,20,Exp130_SEC,Signal,23.528267
14.588614,0.6078589166666667,mS/cm,20,Exp130_SEC,Signal,23.528469
14.591525,0.6079802083333333,mS/cm,20,Exp130_SEC,Signal,23.528467
14.594437,0.6081015416666666,mS/cm,20,Exp130_SEC,Signal,23.528599
14.597348,0.6082228333333334,mS/cm,20,Exp130_SEC,Signal,23.528698
14.60026,0.6083441666666667,mS/cm,20,Exp130_SEC,Signal,23.52878
14.603171,0.6084654583333333,mS/cm,20,Exp130_SEC,Signal,23.528921
14.606083,0.6085867916666666,mS/cm,20,Exp130_SEC,Signal,23.529175
14.608994,0.6087080833333333,mS/cm,20,Exp130_SEC,Signal,23.529573
14.611906,0.6088294166666667,mS/cm,20,Exp130_SEC,Signal,23.529806
14.614818,0.60895075,mS/cm,20,Exp130_SEC,Signal,23.530006
14.617729,0.6090720416666667,mS/cm,20,Exp130_SEC,Signal,23.530148
14.620641,0.609193375,mS/cm,20,Exp130_SEC,Signal,23.530237
14.623552,0.6093146666666667,mS/cm,20,Exp130_SEC,Signal,23.530373
14.626464,0.609436,mS/cm,20,Exp130_SEC,Signal,23.530619
14.629375,0.6095572916666666,mS/cm,20,Exp130_SEC,Signal,23.530912
14.632287,0.609678625,mS/cm,20,Exp130_SEC,Signal,23.531126
14.635199,0.6097999583333333,mS/cm,20,Exp130_SEC,Signal,23.531578
14.63811,0.60992125,mS/cm,20,Exp130_SEC,Signal,23.53186
14.641022,0.6100425833333333,mS/cm,20,Exp130_SEC,Signal,23.531963
14.643933,0.610163875,mS/cm,20,Exp130_SEC,Signal,23.532032
14.646845,0.6102852083333333,mS/cm,20,Exp130_SEC,Signal,23.532091
14.649756,0.6104065,mS/cm,20,Exp130_SEC,Signal,23.532093
14.652668,0.6105278333333334,mS/cm,20,Exp130_SEC,Signal,23.532028
14.65558,0.6106491666666667,mS/cm,20,Exp130_SEC,Signal,23.532047
14.658491,0.6107704583333333,mS/cm,20,Exp130_SEC,Signal,23.532116
14.661403,0.6108917916666666,mS/cm,20,Exp130_SEC,Signal,23.532188
14.664314,0.6110130833333333,mS/cm,20,Exp130_SEC,Signal,23.53241
14.667226,0.6111344166666667,mS/cm,20,Exp130_SEC,Signal,23.532665
14.670137,0.6112557083333333,mS/cm,20,Exp130_SEC,Signal,23.532787
14.673049,0.6113770416666667,mS/cm,20,Exp130_SEC,Signal,23.532888
14.675961,0.6114983749999999,mS/cm,20,Exp130_SEC,Signal,23.533154
14.678872,0.6116196666666667,mS/cm,20,Exp130_SEC,Signal,23.533304
14.681784,0.611741,mS/cm,20,Exp130_SEC,Signal,23.533321
14.684695,0.6118622916666666,mS/cm,20,Exp130_SEC,Signal,23.533588
14.687607,0.611983625,mS/cm,20,Exp130_SEC,Signal,23.53381
14.690518,0.6121049166666667,mS/cm,20,Exp130_SEC,Signal,23.533901
14.69343,0.61222625,mS/cm,20,Exp130_SEC,Signal,23.53414
14.696341,0.6123475416666667,mS/cm,21,Exp130_SEC,Signal,23.534552
14.699252,0.6124688333333334,mS/cm,21,Exp130_SEC,Signal,23.534882
14.702164,0.6125901666666667,mS/cm,21,Exp130_SEC,Signal,23.534939
14.705075,0.6127114583333334,mS/cm,21,Exp130_SEC,Signal,23.53504
14.707987,0.6128327916666666,mS/cm,21,Exp130_SEC,Signal,23.535013
14.710898,0.6129540833333333,mS/cm,21,Exp130_SEC,Signal,23.535238
14.71381,0.6130754166666667,mS/cm,21,Exp130_SEC,Signal,23.535433
14.716722,0.6131967500000001,mS/cm,21,Exp130_SEC,Signal,23.535568
14.719633,0.6133180416666667,mS/cm,21,Exp130_SEC,Signal,23.535692
14.722545,0.613439375,mS/cm,21,Exp130_SEC,Signal,23.535814
14.725456,0.6135606666666666,mS/cm,21,Exp130_SEC,Signal,23.536182
14.728368,0.613682,mS/cm,21,Exp130_SEC,Signal,23.536335
14.731279,0.6138032916666667,mS/cm,21,Exp130_SEC,Signal,23.536552
14.734191,0.613924625,mS/cm,21,Exp130_SEC,Signal,23.536762
14.737103,0.6140459583333333,mS/cm,21,Exp130_SEC,Signal,23.536858
14.740014,0.61416725,mS/cm,21,Exp130_SEC,Signal,23.53697
14.742926,0.6142885833333334,mS/cm,21,Exp130_SEC,Signal,23.537144
14.745837,0.614409875,mS/cm,21,Exp130_SEC,Signal,23.537298
14.748749,0.6145312083333333,mS/cm,21,Exp130_SEC,Signal,23.537582
14.75166,0.6146524999999999,mS/cm,21,Exp130_SEC,Signal,23.53771
14.754572,0.6147738333333334,mS/cm,21,Exp130_SEC,Signal,23.537989
14.757483,0.614895125,mS/cm,21,Exp130_SEC,Signal,23.538343
14.760395,0.6150164583333334,mS/cm,21,Exp130_SEC,Signal,23.538729
14.763307,0.6151377916666666,mS/cm,21,Exp130_SEC,Signal,23.539028
14.766218,0.6152590833333333,mS/cm,21,Exp130_SEC,Signal,23.539177
14.76913,0.6153804166666667,mS/cm,21,Exp130_SEC,Signal,23.539286
14.772041,0.6155017083333333,mS/cm,21,Exp130_SEC,Signal,23.539478
14.774953,0.6156230416666667,mS/cm,21,Exp130_SEC,Signal,23.539707
14.777864,0.6157443333333333,mS/cm,21,Exp130_SEC,Signal,23.539734
14.780776,0.6158656666666666,mS/cm,21,Exp130_SEC,Signal,23.539879
14.783688,0.615987,mS/cm,21,Exp130_SEC,Signal,23.540251
14.786599,0.6161082916666667,mS/cm,21,Exp130_SEC,Signal,23.540716
14.789511,0.616229625,mS/cm,21,Exp130_SEC,Signal,23.540989
14.792422,0.6163509166666666,mS/cm,21,Exp130_SEC,Signal,23.540953
14.795334,0.61647225,mS/cm,21,Exp130_SEC,Signal,23.541105
14.798245,0.6165935416666667,mS/cm,21,Exp130_SEC,Signal,23.541359
14.801157,0.616714875,mS/cm,21,Exp130_SEC,Signal,23.541523
14.804069,0.6168362083333333,mS/cm,21,Exp130_SEC,Signal,23.5417
14.80698,0.6169574999999999,mS/cm,21,Exp130_SEC,Signal,23.541864
14.809892,0.6170788333333334,mS/cm,21,Exp130_SEC,Signal,23.541996
14.812803,0.617200125,mS/cm,21,Exp130_SEC,Signal,23.542145
14.815715,0.6173214583333334,mS/cm,21,Exp130_SEC,Signal,23.542397
14.818626,0.61744275,mS/cm,21,Exp130_SEC,Signal,23.542707
14.821538,0.6175640833333333,mS/cm,21,Exp130_SEC,Signal,23.542971
14.82445,0.6176854166666667,mS/cm,21,Exp130_SEC,Signal,23.54311
14.827361,0.6178067083333333,mS/cm,21,Exp130_SEC,Signal,23.54335
14.830273,0.6179280416666667,mS/cm,21,Exp130_SEC,Signal,23.543688
14.833184,0.6180493333333333,mS/cm,21,Exp130_SEC,Signal,23.543995
14.836096,0.6181706666666666,mS/cm,21,Exp130_SEC,Signal,23.544207
14.839007,0.6182919583333334,mS/cm,21,Exp130_SEC,Signal,23.544399
14.841919,0.6184132916666667,mS/cm,21,Exp130_SEC,Signal,23.544607
14.844831,0.618534625,mS/cm,21,Exp130_SEC,Signal,23.544783
14.847742,0.6186559166666666,mS/cm,21,Exp130_SEC,Signal,23.544981
14.850654,0.6187772500000001,mS/cm,21,Exp130_SEC,Signal,23.54528
14.853565,0.6188985416666667,mS/cm,21,Exp130_SEC,Signal,23.545551
14.856477,0.619019875,mS/cm,21,Exp130_SEC,Signal,23.545755
14.859388,0.6191411666666666,mS/cm,21,Exp130_SEC,Signal,23.545937
14.8623,0.6192624999999999,mS/cm,21,Exp130_SEC,Signal,23.546124
14.865211,0.6193837916666667,mS/cm,21,Exp130_SEC,Signal,23.54608
14.868123,0.619505125,mS/cm,21,Exp130_SEC,Signal,23.546181
14.871035,0.6196264583333333,mS/cm,21,Exp130_SEC,Signal,23.546373
14.873946,0.61974775,mS/cm,21,Exp130_SEC,Signal,23.546598
14.876858,0.6198690833333333,mS/cm,21,Exp130_SEC,Signal,23.546858
14.879769,0.619990375,mS/cm,21,Exp130_SEC,Signal,23.547146
14.882681,0.6201117083333333,mS/cm,21,Exp130_SEC,Signal,23.547461
14.885592,0.620233,mS/cm,21,Exp130_SEC,Signal,23.54784
14.888504,0.6203543333333333,mS/cm,21,Exp130_SEC,Signal,23.548159
14.891416,0.6204756666666666,mS/cm,21,Exp130_SEC,Signal,23.548304
14.894327,0.6205969583333334,mS/cm,21,Exp130_SEC,Signal,23.548439
14.897239,0.6207182916666667,mS/cm,21,Exp130_SEC,Signal,23.548512
14.90015,0.6208395833333333,mS/cm,21,Exp130_SEC,Signal,23.548664
14.903061,0.620960875,mS/cm,21,Exp130_SEC,Signal,23.54882
14.905972,0.6210821666666667,mS/cm,21,Exp130_SEC,Signal,23.548847
14.908884,0.6212035,mS/cm,21,Exp130_SEC,Signal,23.548956
14.911796,0.6213248333333333,mS/cm,21,Exp130_SEC,Signal,23.549137
14.914707,0.621446125,mS/cm,21,Exp130_SEC,Signal,23.549448
14.917619,0.6215674583333334,mS/cm,21,Exp130_SEC,Signal,23.549885
14.92053,0.62168875,mS/cm,21,Exp130_SEC,Signal,23.550119
14.923442,0.6218100833333333,mS/cm,21,Exp130_SEC,Signal,23.550167
14.926353,0.6219313750000001,mS/cm,21,Exp130_SEC,Signal,23.550184
14.929265,0.6220527083333333,mS/cm,21,Exp130_SEC,Signal,23.550255
14.932177,0.6221740416666667,mS/cm,21,Exp130_SEC,Signal,23.550449
14.935088,0.6222953333333333,mS/cm,21,Exp130_SEC,Signal,23.550577
14.938,0.6224166666666667,mS/cm,21,Exp130_SEC,Signal,23.550579
14.940911,0.6225379583333334,mS/cm,21,Exp130_SEC,Signal,23.550669
14.943823,0.6226592916666667,mS/cm,21,Exp130_SEC,Signal,23.550884
14.946734,0.6227805833333333,mS/cm,22,Exp130_SEC,Signal,23.551098
14.949646,0.6229019166666666,mS/cm,22,Exp130_SEC,Signal,23.551416
14.952558,0.62302325,mS/cm,22,Exp130_SEC,Signal,23.551973
14.955469,0.6231445416666667,mS/cm,22,Exp130_SEC,Signal,23.552294
14.958381,0.623265875,mS/cm,22,Exp130_SEC,Signal,23.552444
14.961292,0.6233871666666667,mS/cm,22,Exp130_SEC,Signal,23.552746
14.964204,0.6235085,mS/cm,22,Exp130_SEC,Signal,23.552931
14.967115,0.6236297916666667,mS/cm,22,Exp130_SEC,Signal,23.553015
14.970027,0.623751125,mS/cm,22,Exp130_SEC,Signal,23.553144
14.972939,0.6238724583333334,mS/cm,22,Exp130_SEC,Signal,23.553358
14.97585,0.62399375,mS/cm,22,Exp130_SEC,Signal,23.55352
14.978762,0.6241150833333333,mS/cm,22,Exp130_SEC,Signal,23.553787
14.981673,0.6242363750000001,mS/cm,22,Exp130_SEC,Signal,23.553823
14.984585,0.6243577083333333,mS/cm,22,Exp130_SEC,Signal,23.554173
14.987496,0.624479,mS/cm,22,Exp130_SEC,Signal,23.554478
14.990408,0.6246003333333333,mS/cm,22,Exp130_SEC,Signal,23.55477
14.99332,0.6247216666666667,mS/cm,22,Exp130_SEC,Signal,23.554998
14.996231,0.6248429583333334,mS/cm,22,Exp130_SEC,Signal,23.555204
14.999143,0.6249642916666667,mS/cm,22,Exp130_SEC,Signal,23.55551
15.002054,0.6250855833333333,mS/cm,22,Exp130_SEC,Signal,23.555645
15.004966,0.6252069166666666,mS/cm,22,Exp130_SEC,Signal,23.555807
15.007877,0.6253282083333334,mS/cm,22,Exp130_SEC,Signal,23.555859
15.010789,0.6254495416666667,mS/cm,22,Exp130_SEC,Signal,23.556036
15.0137,0.6255708333333333,mS/cm,22,Exp130_SEC,Signal,23.556297
15.016612,0.6256921666666667,mS/cm,22,Exp130_SEC,Signal,23.556568
15.019524,0.6258135,mS/cm,22,Exp130_SEC,Signal,23.556824
15.022435,0.6259347916666667,mS/cm,22,Exp130_SEC,Signal,23.557117
15.025347,0.626056125,mS/cm,22,Exp130_SEC,Signal,23.55751
15.028258,0.6261774166666666,mS/cm,22,Exp130_SEC,Signal,23.557909
15.03117,0.62629875,mS/cm,22,Exp130_SEC,Signal,23.558083
15.034081,0.6264200416666666,mS/cm,22,Exp130_SEC,Signal,23.558355
15.036993,0.6265413750000001,mS/cm,22,Exp130_SEC,Signal,23.558573
15.039905,0.6266627083333333,mS/cm,22,Exp130_SEC,Signal,23.558741
15.042816,0.626784,mS/cm,22,Exp130_SEC,Signal,23.558924
15.045728,0.6269053333333333,mS/cm,22,Exp130_SEC,Signal,23.558992
15.048639,0.627026625,mS/cm,22,Exp130_SEC,Signal,23.559072
15.051551,0.6271479583333334,mS/cm,22,Exp130_SEC,Signal,23.559242
15.054462,0.62726925,mS/cm,22,Exp130_SEC,Signal,23.559532
15.057374,0.6273905833333333,mS/cm,22,Exp130_SEC,Signal,23.559776
15.060286,0.6275119166666666,mS/cm,22,Exp130_SEC,Signal,23.560059
15.063197,0.6276332083333334,mS/cm,22,Exp130_SEC,Signal,23.560352
15.066109,0.6277545416666667,mS/cm,22,Exp130_SEC,Signal,23.560568
15.06902,0.6278758333333333,mS/cm,22,Exp130_SEC,Signal,23.560711
15.071932,0.6279971666666667,mS/cm,22,Exp130_SEC,Signal,23.560923
15.074843,0.6281184583333334,mS/cm,22,Exp130_SEC,Signal,23.561171
15.077755,0.6282397916666667,mS/cm,22,Exp130_SEC,Signal,23.561436
15.080667,0.628361125,mS/cm,22,Exp130_SEC,Signal,23.561771
15.083578,0.6284824166666666,mS/cm,22,Exp130_SEC,Signal,23.562103
15.08649,0.62860375,mS/cm,22,Exp130_SEC,Signal,23.56241
15.089401,0.6287250416666667,mS/cm,22,Exp130_SEC,Signal,23.562672
15.092313,0.6288463750000001,mS/cm,22,Exp130_SEC,Signal,23.562767
15.095224,0.6289676666666667,mS/cm,22,Exp130_SEC,Signal,23.562994
15.098136,0.629089,mS/cm,22,Exp130_SEC,Signal,23.563185
15.101048,0.6292103333333333,mS/cm,22,Exp130_SEC,Signal,23.563442
15.103959,0.629331625,mS/cm,22,Exp130_SEC,Signal,23.563694
15.10687,0.6294529166666667,mS/cm,22,Exp130_SEC,Signal,23.563845
15.109781,0.6295742083333333,mS/cm,22,Exp130_SEC,Signal,23.563833
15.112693,0.6296955416666666,mS/cm,22,Exp130_SEC,Signal,23.563763
15.115604,0.6298168333333333,mS/cm,22,Exp130_SEC,Signal,23.563906
15.118516,0.6299381666666667,mS/cm,22,Exp130_SEC,Signal,23.564159
15.121428,0.6300595,mS/cm,22,Exp130_SEC,Signal,23.564297
15.124339,0.6301807916666667,mS/cm,22,Exp130_SEC,Signal,23.564447
15.127251,0.6303021249999999,mS/cm,22,Exp130_SEC,Signal,23.564573
15.130162,0.6304234166666667,mS/cm,22,Exp130_SEC,Signal,23.564802
15.133074,0.63054475,mS/cm,22,Exp130_SEC,Signal,23.565071
15.135985,0.6306660416666666,mS/cm,22,Exp130_SEC,Signal,23.565182
15.138897,0.630787375,mS/cm,22,Exp130_SEC,Signal,23.565304
15.141809,0.6309087083333333,mS/cm,22,Exp130_SEC,Signal,23.565533
15.14472,0.63103,mS/cm,22,Exp130_SEC,Signal,23.565514
15.147632,0.6311513333333333,mS/cm,22,Exp130_SEC,Signal,23.565607
15.150543,0.631272625,mS/cm,22,Exp130_SEC,Signal,23.565851
15.153455,0.6313939583333333,mS/cm,22,Exp130_SEC,Signal,23.566221
15.156366,0.63151525,mS/cm,22,Exp130_SEC,Signal,23.566561
15.159278,0.6316365833333334,mS/cm,22,Exp130_SEC,Signal,23.566723
15.162189,0.631757875,mS/cm,22,Exp130_SEC,Signal,23.566839
15.165101,0.6318792083333333,mS/cm,22,Exp130_SEC,Signal,23.56707
15.168013,0.6320005416666666,mS/cm,22,Exp130_SEC,Signal,23.5674
15.170924,0.6321218333333333,mS/cm,22,Exp130_SEC,Signal,23.567616
15.173836,0.6322431666666667,mS/cm,22,Exp130_SEC,Signal,23.567717
15.176747,0.6323644583333333,mS/cm,22,Exp130_SEC,Signal,23.567833
15.179659,0.6324857916666666,mS/cm,22,Exp130_SEC,Signal,23.567993
15.18257,0.6326070833333334,mS/cm,22,Exp130_SEC,Signal,23.568123
15.185482,0.6327284166666667,mS/cm,22,Exp130_SEC,Signal,23.568396
15.188394,0.63284975,mS/cm,22,Exp130_SEC,Signal,23.568695
15.191305,0.6329710416666666,mS/cm,22,Exp130_SEC,Signal,23.568966
15.194217,0.633092375,mS/cm,22,Exp130_SEC,Signal,23.569189
15.197128,0.6332136666666667,mS/cm,23,Exp130_SEC,Signal,23.569441
15.20004,0.633335,mS/cm,23,Exp130_SEC,Signal,23.569653
15.202951,0.6334562916666667,mS/cm,23,Exp130_SEC,Signal,23.569839
15.205863,0.633577625,mS/cm,23,Exp130_SEC,Signal,23.570072
15.208775,0.6336989583333333,mS/cm,23,Exp130_SEC,Signal,23.570093
15.211686,0.63382025,mS/cm,23,Exp130_SEC,Signal,23.570196
15.214598,0.6339415833333334,mS/cm,23,Exp130_SEC,Signal,23.570232
15.217509,0.634062875,mS/cm,23,Exp130_SEC,Signal,23.570496
15.220421,0.6341842083333333,mS/cm,23,Exp130_SEC,Signal,23.57073
15.223332,0.6343055,mS/cm,23,Exp130_SEC,Signal,23.571083
15.226244,0.6344268333333333,mS/cm,23,Exp130_SEC,Signal,23.571489
15.229156,0.6345481666666667,mS/cm,23,Exp130_SEC,Signal,23.571699
15.232067,0.6346694583333333,mS/cm,23,Exp130_SEC,Signal,23.572083
15.234979,0.6347907916666666,mS/cm,23,Exp130_SEC,Signal,23.57218
15.23789,0.6349120833333334,mS/cm,23,Exp130_SEC,Signal,23.572456
15.240802,0.6350334166666667,mS/cm,23,Exp130_SEC,Signal,23.572655
15.243713,0.6351547083333333,mS/cm,23,Exp130_SEC,Signal,23.572773
15.246625,0.6352760416666666,mS/cm,23,Exp130_SEC,Signal,23.57283
15.249537,0.635397375,mS/cm,23,Exp130_SEC,Signal,23.572876
15.252448,0.6355186666666667,mS/cm,23,Exp130_SEC,Signal,23.573006
15.25536,0.63564,mS/cm,23,Exp130_SEC,Signal,23.573107
15.258271,0.6357612916666667,mS/cm,23,Exp130_SEC,Signal,23.573385
15.261183,0.635882625,mS/cm,23,Exp130_SEC,Signal,23.573761
15.264094,0.6360039166666667,mS/cm,23,Exp130_SEC,Signal,23.573977
15.267006,0.63612525,mS/cm,23,Exp130_SEC,Signal,23.574123
15.269917,0.6362465416666666,mS/cm,23,Exp130_SEC,Signal,23.574268
15.272829,0.636367875,mS/cm,23,Exp130_SEC,Signal,23.574421
15.275741,0.6364892083333333,mS/cm,23,Exp130_SEC,Signal,23.574585
15.278652,0.6366105,mS/cm,23,Exp130_SEC,Signal,23.574707
15.281564,0.6367318333333333,mS/cm,23,Exp130_SEC,Signal,23.57494
15.284475,0.636853125,mS/cm,23,Exp130_SEC,Signal,23.575012
15.287387,0.6369744583333333,mS/cm,23,Exp130_SEC,Signal,23.575073
15.290298,0.63709575,mS/cm,23,Exp130_SEC,Signal,23.575249
15.29321,0.6372170833333334,mS/cm,23,Exp130_SEC,Signal,23.575573
15.296122,0.6373384166666667,mS/cm,23,Exp130_SEC,Signal,23.576004
15.299033,0.6374597083333333,mS/cm,23,Exp130_SEC,Signal,23.576488
15.301945,0.6375810416666666,mS/cm,23,Exp130_SEC,Signal,23.576828
15.304856,0.6377023333333333,mS/cm,23,Exp130_SEC,Signal,23.577074
15.307768,0.6378236666666667,mS/cm,23,Exp130_SEC,Signal,23.577291
15.310679,0.6379449583333333,mS/cm,23,Exp130_SEC,Signal,23.577511
15.31359,0.63806625,mS/cm,23,Exp130_SEC,Signal,23.577753
15.316502,0.6381875833333334,mS/cm,23,Exp130_SEC,Signal,23.577932
15.319413,0.638308875,mS/cm,23,Exp130_SEC,Signal,23.578001
15.322325,0.6384302083333333,mS/cm,23,Exp130_SEC,Signal,23.57806
15.325236,0.6385515,mS/cm,23,Exp130_SEC,Signal,23.578106
15.328148,0.6386728333333334,mS/cm,23,Exp130_SEC,Signal,23.578156
