mL,Sample,Channel,Time,Normalization,Value
0.0,1,2475ChA ex280/em350,0.0,Signal,0.0
0.0024999999,1,2475ChA ex280/em350,0.008333333,Signal,0.0
0.005000001,1,2475ChA ex280/em350,0.01666667,Signal,0.0
0.0075,1,2475ChA ex280/em350,0.025,Signal,0.0
0.009999999,1,2475ChA ex280/em350,0.03333333,Signal,0.0
0.012500001,1,2475ChA ex280/em350,0.04166667,Signal,0.0
0.015,1,2475ChA ex280/em350,0.05,Signal,0.06377792
0.017499999,1,2475ChA ex280/em350,0.05833333,Signal,0.1585045
0.020000001,1,2475ChA ex280/em350,0.06666667,Signal,0.3411216999999999
0.0225,1,2475ChA ex280/em350,0.075,Signal,0.6555748
0.024999999,1,2475ChA ex280/em350,0.08333333,Signal,1.118465
0.027500001,1,2475ChA ex280/em350,0.09166667,Signal,1.722958
0.03,1,2475ChA ex280/em350,0.1,Signal,2.438778
0.03249999,1,2475ChA ex280/em350,0.1083333,Signal,3.215145
0.03500001,1,2475ChA ex280/em350,0.1166667,Signal,3.993465
0.0375,1,2475ChA ex280/em350,0.125,Signal,4.708309
0.03999999,1,2475ChA ex280/em350,0.1333333,Signal,5.312801
0.04250001,1,2475ChA ex280/em350,0.1416667,Signal,5.775692
0.045,1,2475ChA ex280/em350,0.15,Signal,6.088192
0.04749999,1,2475ChA ex280/em350,0.1583332999999999,Signal,6.271786
0.05000001,1,2475ChA ex280/em350,0.1666667,Signal,6.367489
0.0525,1,2475ChA ex280/em350,0.175,Signal,6.430965
0.05499999,1,2475ChA ex280/em350,0.1833333,Signal,6.429012
0.05750001,1,2475ChA ex280/em350,0.1916667,Signal,6.427059
0.06,1,2475ChA ex280/em350,0.2,Signal,6.425106
0.06249999,1,2475ChA ex280/em350,0.2083333,Signal,6.4212
0.06500001,1,2475ChA ex280/em350,0.2166667,Signal,6.41827
0.0675,1,2475ChA ex280/em350,0.225,Signal,6.413387
0.06999999,1,2475ChA ex280/em350,0.2333333,Signal,6.408504
0.07250001,1,2475ChA ex280/em350,0.2416666999999999,Signal,6.402645
0.075,1,2475ChA ex280/em350,0.25,Signal,6.395809
0.07749999,1,2475ChA ex280/em350,0.2583333,Signal,6.387997
0.08000001,1,2475ChA ex280/em350,0.2666667,Signal,6.380184
0.0825,1,2475ChA ex280/em350,0.275,Signal,6.370419
0.08499999,1,2475ChA ex280/em350,0.2833333,Signal,6.363583
0.08750001,1,2475ChA ex280/em350,0.2916667,Signal,6.354794
0.09,1,2475ChA ex280/em350,0.3,Signal,6.349911
0.09249999,1,2475ChA ex280/em350,0.3083333,Signal,6.344051
0.09500001,1,2475ChA ex280/em350,0.3166666999999999,Signal,6.343075
0.0975,1,2475ChA ex280/em350,0.325,Signal,6.342098
0.09999999,1,2475ChA ex280/em350,0.3333333,Signal,6.345028
0.10250001,1,2475ChA ex280/em350,0.3416667,Signal,6.349911
0.105,1,2475ChA ex280/em350,0.35,Signal,6.356747
0.10749999,1,2475ChA ex280/em350,0.3583332999999999,Signal,6.368465
0.11000001,1,2475ChA ex280/em350,0.3666666999999999,Signal,6.376278
0.1125,1,2475ChA ex280/em350,0.375,Signal,6.386044
0.11499999,1,2475ChA ex280/em350,0.3833333,Signal,6.38995
0.11750001,1,2475ChA ex280/em350,0.3916667,Signal,6.390926
0.12,1,2475ChA ex280/em350,0.4,Signal,6.385067
0.12249999,1,2475ChA ex280/em350,0.4083332999999999,Signal,6.376278
0.12500001,1,2475ChA ex280/em350,0.4166667,Signal,6.364559
0.1275,1,2475ChA ex280/em350,0.425,Signal,6.348934
0.12999999,1,2475ChA ex280/em350,0.4333333,Signal,6.337215
0.13250001,1,2475ChA ex280/em350,0.4416666999999999,Signal,6.32745
0.135,1,2475ChA ex280/em350,0.45,Signal,6.319637
0.13749999,1,2475ChA ex280/em350,0.4583333,Signal,6.313778
0.14000001,1,2475ChA ex280/em350,0.4666667,Signal,6.310848
0.1425,1,2475ChA ex280/em350,0.475,Signal,6.308895
0.14499999,1,2475ChA ex280/em350,0.4833332999999999,Signal,6.307919
0.14750001,1,2475ChA ex280/em350,0.4916666999999999,Signal,6.304012
0.15,1,2475ChA ex280/em350,0.5,Signal,6.304012
0.15249999,1,2475ChA ex280/em350,0.5083333,Signal,0.0
0.15500001,1,2475ChA ex280/em350,0.5166666999999999,Signal,0.0
0.1575,1,2475ChA ex280/em350,0.525,Signal,0.0
0.15999999,1,2475ChA ex280/em350,0.5333333,Signal,0.0
0.16250001,1,2475ChA ex280/em350,0.5416667,Signal,0.0
0.165,1,2475ChA ex280/em350,0.55,Signal,0.0
0.16749999,1,2475ChA ex280/em350,0.5583332999999999,Signal,2.47955e-05
0.17000001,1,2475ChA ex280/em350,0.5666667,Signal,2.47955e-05
0.1725,1,2475ChA ex280/em350,0.5750000000000001,Signal,2.47955e-05
0.17499999,1,2475ChA ex280/em350,0.5833332999999999,Signal,2.47955e-05
0.17750001,1,2475ChA ex280/em350,0.5916667,Signal,2.47955e-05
0.18,1,2475ChA ex280/em350,0.6000000000000001,Signal,0.001977921
0.18249999,1,2475ChA ex280/em350,0.6083333,Signal,0.004907608
0.18500001,1,2475ChA ex280/em350,0.6166667,Signal,0.008813858
0.1875,1,2475ChA ex280/em350,0.625,Signal,0.01467323
0.18999999,1,2475ChA ex280/em350,0.6333333,Signal,0.02053261
0.19250001,1,2475ChA ex280/em350,0.6416666999999999,Signal,0.03029823
0.195,1,2475ChA ex280/em350,0.65,Signal,0.03615761
0.19749999,1,2475ChA ex280/em350,0.6583333,Signal,0.04104042
0.20000001,1,2475ChA ex280/em350,0.6666667,Signal,0.04201698
0.2025,1,2475ChA ex280/em350,0.675,Signal,0.04006386
0.20499999,1,2475ChA ex280/em350,0.6833332999999999,Signal,0.03615761
0.20750001,1,2475ChA ex280/em350,0.6916667,Signal,0.02834511
0.21,1,2475ChA ex280/em350,0.7000000000000001,Signal,0.01857948
0.21249999,1,2475ChA ex280/em350,0.7083332999999999,Signal,0.008813858
0.21500001,1,2475ChA ex280/em350,0.7166667,Signal,-0.000951767
0.2175,1,2475ChA ex280/em350,0.725,Signal,-0.007787704
0.21999999,1,2475ChA ex280/em350,0.7333333,Signal,-0.01169395
0.22250001,1,2475ChA ex280/em350,0.7416667,Signal,-0.01657677
0.225,1,2475ChA ex280/em350,0.75,Signal,-0.01657677
0.22749999,1,2475ChA ex280/em350,0.7583333,Signal,-0.0156002
0.23000001,1,2475ChA ex280/em350,0.7666666999999999,Signal,-0.01267052
0.2325,1,2475ChA ex280/em350,0.775,Signal,-0.01462364
0.23499999,1,2475ChA ex280/em350,0.7833333,Signal,-0.01755333
0.23750001,1,2475ChA ex280/em350,0.7916667,Signal,-0.02438927
0.24,1,2475ChA ex280/em350,0.8,Signal,-0.03220177
0.24249999,1,2475ChA ex280/em350,0.8083332999999999,Signal,-0.0390377
0.24500001,1,2475ChA ex280/em350,0.8166667,Signal,-0.04782677
0.2475,1,2475ChA ex280/em350,0.8250000000000001,Signal,-0.0546626999999999
0.24999999,1,2475ChA ex280/em350,0.8333332999999999,Signal,-0.06052208
0.25250001,1,2475ChA ex280/em350,0.8416667,Signal,-0.06345177
0.255,1,2475ChA ex280/em350,0.85,Signal,-0.06442833
0.25749999,1,2475ChA ex280/em350,0.8583333,Signal,-0.06540489
0.26000001,1,2475ChA ex280/em350,0.8666667,Signal,-0.06931114
0.2625,1,2475ChA ex280/em350,0.875,Signal,-0.07321739
0.26499999,1,2475ChA ex280/em350,0.8833333,Signal,-0.08005333
0.26750001,1,2475ChA ex280/em350,0.8916666999999999,Signal,-0.08786583
0.27,1,2475ChA ex280/em350,0.9,Signal,-0.09860802
0.27249999,1,2475ChA ex280/em350,0.9083333,Signal,-0.1064205
0.27500001,1,2475ChA ex280/em350,0.9166667,Signal,-0.1122798999999999
0.2775,1,2475ChA ex280/em350,0.925,Signal,-0.1152096
0.27999999,1,2475ChA ex280/em350,0.9333333,Signal,-0.1161861
0.28250001,1,2475ChA ex280/em350,0.9416667,Signal,-0.1161861
0.285,1,2475ChA ex280/em350,0.95,Signal,-0.114233
0.28749999,1,2475ChA ex280/em350,0.9583333,Signal,-0.1103267999999999
0.29000001,1,2475ChA ex280/em350,0.9666667,Signal,-0.1083736
0.2925,1,2475ChA ex280/em350,0.975,Signal,-0.1083736
0.29499999,1,2475ChA ex280/em350,0.9833333,Signal,-0.1073971
0.29750001,1,2475ChA ex280/em350,0.9916667,Signal,-0.1073971
0.3,1,2475ChA ex280/em350,1.0,Signal,-0.1083736
0.3024999,1,2475ChA ex280/em350,1.008333,Signal,-0.1103267999999999
0.3050001,1,2475ChA ex280/em350,1.016667,Signal,-0.1132565
0.3075,1,2475ChA ex280/em350,1.025,Signal,-0.1191158
0.3099999,1,2475ChA ex280/em350,1.033333,Signal,-0.1220455
0.3125001,1,2475ChA ex280/em350,1.041667,Signal,-0.1249752
0.315,1,2475ChA ex280/em350,1.05,Signal,-0.1288814999999999
0.3174999,1,2475ChA ex280/em350,1.058333,Signal,-0.1327876999999999
0.3200001,1,2475ChA ex280/em350,1.066667,Signal,-0.1396236
0.3225,1,2475ChA ex280/em350,1.075,Signal,-0.1484126999999999
0.3249999,1,2475ChA ex280/em350,1.083333,Signal,-0.1572018
0.3275000999999999,1,2475ChA ex280/em350,1.091667,Signal,-0.1689205
0.33,1,2475ChA ex280/em350,1.1,Signal,-0.1786861
0.3324998999999999,1,2475ChA ex280/em350,1.108333,Signal,-0.1874751999999999
0.3350000999999999,1,2475ChA ex280/em350,1.116667,Signal,-0.1913814999999999
0.3375,1,2475ChA ex280/em350,1.125,Signal,-0.1874751999999999
0.3399998999999999,1,2475ChA ex280/em350,1.133333,Signal,-0.1835689999999999
0.3425001,1,2475ChA ex280/em350,1.141667,Signal,-0.1757564999999999
0.345,1,2475ChA ex280/em350,1.15,Signal,-0.1698971
0.3474999,1,2475ChA ex280/em350,1.158333,Signal,-0.1659908
0.3500001,1,2475ChA ex280/em350,1.166667,Signal,-0.1640376999999999
0.3525,1,2475ChA ex280/em350,1.175,Signal,-0.1659908
0.3549999,1,2475ChA ex280/em350,1.183333,Signal,-0.1679439999999999
0.3575001,1,2475ChA ex280/em350,1.191667,Signal,-0.1679439999999999
0.36,1,2475ChA ex280/em350,1.2,Signal,-0.1698971
0.3624999,1,2475ChA ex280/em350,1.208333,Signal,-0.1679439999999999
0.3650001,1,2475ChA ex280/em350,1.216667,Signal,-0.1669674
0.3675,1,2475ChA ex280/em350,1.225,Signal,-0.1669674
0.3699999,1,2475ChA ex280/em350,1.233333,Signal,-0.1708736
0.3725001,1,2475ChA ex280/em350,1.241667,Signal,-0.1757564999999999
0.375,1,2475ChA ex280/em350,1.25,Signal,-0.1825924
0.3774999,1,2475ChA ex280/em350,1.258333,Signal,-0.192358
0.3800001,1,2475ChA ex280/em350,1.266667,Signal,-0.1991939999999999
0.3825,1,2475ChA ex280/em350,1.275,Signal,-0.2040768
0.3849999,1,2475ChA ex280/em350,1.283333,Signal,-0.2060299
0.3875000999999999,1,2475ChA ex280/em350,1.291667,Signal,-0.2060299
0.39,1,2475ChA ex280/em350,1.3,Signal,-0.2060299
0.3924998999999999,1,2475ChA ex280/em350,1.308333,Signal,-0.2070064999999999
0.3950000999999999,1,2475ChA ex280/em350,1.316667,Signal,-0.2118893
0.3975,1,2475ChA ex280/em350,1.325,Signal,-0.2206783
0.3999998999999999,1,2475ChA ex280/em350,1.333333,Signal,-0.2353268
0.4025000999999999,1,2475ChA ex280/em350,1.341667,Signal,-0.2509518
0.405,1,2475ChA ex280/em350,1.35,Signal,-0.2675533
0.4074998999999999,1,2475ChA ex280/em350,1.358333,Signal,-0.2812252
0.4100001,1,2475ChA ex280/em350,1.366667,Signal,-0.2909908
0.4125,1,2475ChA ex280/em350,1.375,Signal,-0.2958736
0.4149999,1,2475ChA ex280/em350,1.383333,Signal,-0.2988033
0.4175001,1,2475ChA ex280/em350,1.391667,Signal,-0.2997799
0.42,1,2475ChA ex280/em350,1.4,Signal,-0.2997799
0.4224999,1,2475ChA ex280/em350,1.408333,Signal,-0.2988033
0.4250001,1,2475ChA ex280/em350,1.416667,Signal,-0.301733
0.4275,1,2475ChA ex280/em350,1.425,Signal,-0.3027095999999999
0.4299999,1,2475ChA ex280/em350,1.433333,Signal,-0.3027095999999999
0.4325001,1,2475ChA ex280/em350,1.441667,Signal,-0.3066158
0.435,1,2475ChA ex280/em350,1.45,Signal,-0.3036860999999999
0.4374999,1,2475ChA ex280/em350,1.458333,Signal,-0.3007565
0.4400001,1,2475ChA ex280/em350,1.466667,Signal,-0.2988033
0.4425,1,2475ChA ex280/em350,1.475,Signal,-0.2997799
0.4449999,1,2475ChA ex280/em350,1.483333,Signal,-0.3007565
0.4475000999999999,1,2475ChA ex280/em350,1.491667,Signal,-0.3046627
0.45,1,2475ChA ex280/em350,1.5,Signal,-0.3134518
0.4524998999999999,1,2475ChA ex280/em350,1.508333,Signal,-0.324194
0.4550000999999999,1,2475ChA ex280/em350,1.516667,Signal,-0.3368893
0.4575,1,2475ChA ex280/em350,1.525,Signal,-0.3515377
0.4599998999999999,1,2475ChA ex280/em350,1.5333329999999998,Signal,-0.3632565
0.4625000999999999,1,2475ChA ex280/em350,1.541667,Signal,-0.3769283
0.465,1,2475ChA ex280/em350,1.55,Signal,-0.3857174
0.4674998999999999,1,2475ChA ex280/em350,1.558333,Signal,-0.3964595999999999
0.4700001,1,2475ChA ex280/em350,1.5666669999999998,Signal,-0.4042720999999999
0.4725,1,2475ChA ex280/em350,1.5750000000000002,Signal,-0.4081783
0.4749999,1,2475ChA ex280/em350,1.583333,Signal,-0.411108
0.4775001,1,2475ChA ex280/em350,1.591667,Signal,-0.4140377
0.48,1,2475ChA ex280/em350,1.6,Signal,-0.4150143
0.4824999,1,2475ChA ex280/em350,1.608333,Signal,-0.4130610999999999
0.4850001,1,2475ChA ex280/em350,1.616667,Signal,-0.4091549
0.4875,1,2475ChA ex280/em350,1.625,Signal,-0.4052485999999999
0.4899999,1,2475ChA ex280/em350,1.633333,Signal,-0.4013424
0.4925001,1,2475ChA ex280/em350,1.641667,Signal,-0.3935299
0.495,1,2475ChA ex280/em350,1.65,Signal,-0.3837643
0.4974999,1,2475ChA ex280/em350,1.6583329999999998,Signal,-0.3769283
0.5000001,1,2475ChA ex280/em350,1.666667,Signal,-0.371069
0.5025000000000001,1,2475ChA ex280/em350,1.675,Signal,-0.3652095999999999
0.5049999,1,2475ChA ex280/em350,1.683333,Signal,-0.3632565
0.5075001,1,2475ChA ex280/em350,1.6916669999999998,Signal,-0.3652095999999999
0.51,1,2475ChA ex280/em350,1.7000000000000002,Signal,-0.3700924
0.5124999,1,2475ChA ex280/em350,1.708333,Signal,-0.3769283
0.5150001,1,2475ChA ex280/em350,1.716667,Signal,-0.3857174
0.5175000000000001,1,2475ChA ex280/em350,1.725,Signal,-0.395483
0.5199999,1,2475ChA ex280/em350,1.733333,Signal,-0.4042720999999999
0.5225001,1,2475ChA ex280/em350,1.741667,Signal,-0.4101315
0.525,1,2475ChA ex280/em350,1.75,Signal,-0.4140377
0.5274999,1,2475ChA ex280/em350,1.758333,Signal,-0.4189205
0.5300001,1,2475ChA ex280/em350,1.766667,Signal,-0.4189205
0.5325,1,2475ChA ex280/em350,1.775,Signal,-0.4198970999999999
0.5349999,1,2475ChA ex280/em350,1.7833329999999998,Signal,-0.4238033
0.5375000999999999,1,2475ChA ex280/em350,1.791667,Signal,-0.4277095999999999
0.54,1,2475ChA ex280/em350,1.8,Signal,-0.4316158
0.5424998999999999,1,2475ChA ex280/em350,1.808333,Signal,-0.4374751999999999
0.5450001,1,2475ChA ex280/em350,1.816667,Signal,-0.4452876999999999
0.5475,1,2475ChA ex280/em350,1.825,Signal,-0.4511470999999999
0.5499999,1,2475ChA ex280/em350,1.833333,Signal,-0.4550533
0.5525000999999999,1,2475ChA ex280/em350,1.841667,Signal,-0.457983
0.555,1,2475ChA ex280/em350,1.85,Signal,-0.4618893
0.5574998999999999,1,2475ChA ex280/em350,1.858333,Signal,-0.4657955
0.5600001,1,2475ChA ex280/em350,1.866667,Signal,-0.4706783
0.5625,1,2475ChA ex280/em350,1.875,Signal,-0.480444
0.5649999,1,2475ChA ex280/em350,1.883333,Signal,-0.4921626999999999
0.5675001,1,2475ChA ex280/em350,1.891667,Signal,-0.5058346
0.5700000000000001,1,2475ChA ex280/em350,1.9,Signal,-0.5185299
0.5724999,1,2475ChA ex280/em350,1.908333,Signal,-0.5312252
0.5750001,1,2475ChA ex280/em350,1.916667,Signal,-0.5380611
0.5775,1,2475ChA ex280/em350,1.925,Signal,-0.5409908
0.5799999,1,2475ChA ex280/em350,1.933333,Signal,-0.5400143
0.5825001,1,2475ChA ex280/em350,1.941667,Signal,-0.5370846
0.585,1,2475ChA ex280/em350,1.95,Signal,-0.5331783
0.5874999,1,2475ChA ex280/em350,1.958333,Signal,-0.5312252
0.5900001,1,2475ChA ex280/em350,1.966667,Signal,-0.5341549
0.5925,1,2475ChA ex280/em350,1.975,Signal,-0.5400143
0.5949999,1,2475ChA ex280/em350,1.983333,Signal,-0.5439205
0.5975001,1,2475ChA ex280/em350,1.991667,Signal,-0.5497799
0.6000000000000001,1,2475ChA ex280/em350,2.0,Signal,-0.5536861
0.6024999,1,2475ChA ex280/em350,2.008333,Signal,-0.5527096
0.6050000999999999,1,2475ChA ex280/em350,2.016667,Signal,-0.5488033
0.6075,1,2475ChA ex280/em350,2.025,Signal,-0.5400143
0.6099998999999999,1,2475ChA ex280/em350,2.033333,Signal,-0.5322018
0.6125001,1,2475ChA ex280/em350,2.041667,Signal,-0.5214596
0.615,1,2475ChA ex280/em350,2.05,Signal,-0.5126705
0.6174999,1,2475ChA ex280/em350,2.058333,Signal,-0.5087643
0.6200000999999999,1,2475ChA ex280/em350,2.066667,Signal,-0.5077877
0.6225,1,2475ChA ex280/em350,2.075,Signal,-0.5087643
0.6249998999999999,1,2475ChA ex280/em350,2.083333,Signal,-0.5165768
0.6275001,1,2475ChA ex280/em350,2.091667,Signal,-0.5243893
0.63,1,2475ChA ex280/em350,2.1,Signal,-0.5331783
0.6324999,1,2475ChA ex280/em350,2.108333,Signal,-0.542944
0.6350001,1,2475ChA ex280/em350,2.116667,Signal,-0.5527096
0.6375000000000001,1,2475ChA ex280/em350,2.125,Signal,-0.5624752
0.6399999,1,2475ChA ex280/em350,2.133333,Signal,-0.5712643
0.6425001,1,2475ChA ex280/em350,2.141667,Signal,-0.5800533
0.645,1,2475ChA ex280/em350,2.15,Signal,-0.5868893
0.6474999,1,2475ChA ex280/em350,2.158333,Signal,-0.5947018
0.6500001,1,2475ChA ex280/em350,2.166667,Signal,-0.6015377
0.6525000000000001,1,2475ChA ex280/em350,2.175,Signal,-0.6073971
0.6549999,1,2475ChA ex280/em350,2.183333,Signal,-0.6152096
0.6575000999999999,1,2475ChA ex280/em350,2.191667,Signal,-0.6220454999999999
0.66,1,2475ChA ex280/em350,2.2,Signal,-0.6279049
0.6624998999999999,1,2475ChA ex280/em350,2.208333,Signal,-0.6347408
0.6650001,1,2475ChA ex280/em350,2.216667,Signal,-0.6406002
0.6675,1,2475ChA ex280/em350,2.225,Signal,-0.6454829999999999
0.6699999,1,2475ChA ex280/em350,2.233333,Signal,-0.6474361
0.6725000999999999,1,2475ChA ex280/em350,2.241667,Signal,-0.6493893
0.675,1,2475ChA ex280/em350,2.25,Signal,-0.6532954999999999
0.6774998999999999,1,2475ChA ex280/em350,2.258333,Signal,-0.6601315
0.6800001,1,2475ChA ex280/em350,2.266667,Signal,-0.6669674
0.6825,1,2475ChA ex280/em350,2.275,Signal,-0.6777096
0.6849999,1,2475ChA ex280/em350,2.283333,Signal,-0.6913815
0.6875001,1,2475ChA ex280/em350,2.291667,Signal,-0.7040768
0.6900000000000001,1,2475ChA ex280/em350,2.3,Signal,-0.7138424
0.6924999,1,2475ChA ex280/em350,2.308333,Signal,-0.7206783
0.6950001,1,2475ChA ex280/em350,2.316667,Signal,-0.7236079999999999
0.6975,1,2475ChA ex280/em350,2.325,Signal,-0.7197018
0.6999999,1,2475ChA ex280/em350,2.333333,Signal,-0.7138424
0.7025001,1,2475ChA ex280/em350,2.341667,Signal,-0.7089596
0.705,1,2475ChA ex280/em350,2.35,Signal,-0.7050533
0.7074999,1,2475ChA ex280/em350,2.358333,Signal,-0.7040768
0.7100001,1,2475ChA ex280/em350,2.366667,Signal,-0.7099361
0.7125,1,2475ChA ex280/em350,2.375,Signal,-0.7216549
0.7149999,1,2475ChA ex280/em350,2.383333,Signal,-0.7343502
0.7175001,1,2475ChA ex280/em350,2.391667,Signal,-0.7480220999999999
0.72,1,2475ChA ex280/em350,2.4,Signal,-0.7597408
0.7224999,1,2475ChA ex280/em350,2.408333,Signal,-0.7675533
0.7250000999999999,1,2475ChA ex280/em350,2.416667,Signal,-0.7714595999999999
0.7275,1,2475ChA ex280/em350,2.425,Signal,-0.7675533
0.7299998999999999,1,2475ChA ex280/em350,2.433333,Signal,-0.7646236
0.7325001,1,2475ChA ex280/em350,2.441667,Signal,-0.7558345999999999
0.735,1,2475ChA ex280/em350,2.45,Signal,-0.7489986
0.7374999,1,2475ChA ex280/em350,2.458333,Signal,-0.7402095999999999
0.7400000999999999,1,2475ChA ex280/em350,2.466667,Signal,-0.7363033
0.7425,1,2475ChA ex280/em350,2.475,Signal,-0.7314204999999999
0.7449998999999999,1,2475ChA ex280/em350,2.483333,Signal,-0.7275143
0.7475001,1,2475ChA ex280/em350,2.491667,Signal,-0.7245845999999999
0.75,1,2475ChA ex280/em350,2.5,Signal,-0.7206783
0.7524999,1,2475ChA ex280/em350,2.508333,Signal,-0.7187252
0.7550001,1,2475ChA ex280/em350,2.516667,Signal,-0.7206783
0.7575000000000001,1,2475ChA ex280/em350,2.525,Signal,-0.7236079999999999
0.7599999,1,2475ChA ex280/em350,2.533333,Signal,-0.7275143
0.7625001,1,2475ChA ex280/em350,2.541667,Signal,-0.7343502
0.765,1,2475ChA ex280/em350,2.55,Signal,-0.7470454999999999
0.7674999,1,2475ChA ex280/em350,2.558333,Signal,-0.7597408
0.7700001,1,2475ChA ex280/em350,2.566667,Signal,-0.7734127
0.7725000000000001,1,2475ChA ex280/em350,2.575,Signal,-0.7880611
0.7749999,1,2475ChA ex280/em350,2.583333,Signal,-0.7988033
0.7775000999999999,1,2475ChA ex280/em350,2.591667,Signal,-0.8095454999999999
0.78,1,2475ChA ex280/em350,2.6,Signal,-0.8154049
0.7824998999999999,1,2475ChA ex280/em350,2.608333,Signal,-0.8202877
0.7850001,1,2475ChA ex280/em350,2.616667,Signal,-0.8222408
0.7875000000000001,1,2475ChA ex280/em350,2.625,Signal,-0.824194
0.7899999,1,2475ChA ex280/em350,2.633333,Signal,-0.8271236
0.7925000999999999,1,2475ChA ex280/em350,2.641667,Signal,-0.8281002
0.795,1,2475ChA ex280/em350,2.65,Signal,-0.8271236
0.7974998999999999,1,2475ChA ex280/em350,2.658333,Signal,-0.8271236
0.8000001,1,2475ChA ex280/em350,2.666667,Signal,-0.8261470999999999
0.8025,1,2475ChA ex280/em350,2.675,Signal,-0.8271236
0.8049999,1,2475ChA ex280/em350,2.683333,Signal,-0.8232174
0.8075000999999999,1,2475ChA ex280/em350,2.691667,Signal,-0.8232174
0.81,1,2475ChA ex280/em350,2.7,Signal,-0.8261470999999999
0.8124998999999999,1,2475ChA ex280/em350,2.708333,Signal,-0.8300533
0.8150001,1,2475ChA ex280/em350,2.716667,Signal,-0.8339595999999999
0.8175,1,2475ChA ex280/em350,2.725,Signal,-0.839819
0.8199999,1,2475ChA ex280/em350,2.733333,Signal,-0.8437252
0.8225001,1,2475ChA ex280/em350,2.741667,Signal,-0.8466549
0.8250000000000001,1,2475ChA ex280/em350,2.75,Signal,-0.8486079999999999
0.8274999,1,2475ChA ex280/em350,2.758333,Signal,-0.8466549
0.8300000999999999,1,2475ChA ex280/em350,2.766667,Signal,-0.8427486
0.8325,1,2475ChA ex280/em350,2.775,Signal,-0.8388424
0.8349999,1,2475ChA ex280/em350,2.783333,Signal,-0.8359127
0.8375001,1,2475ChA ex280/em350,2.791667,Signal,-0.8320065
0.84,1,2475ChA ex280/em350,2.8,Signal,-0.8290768
0.8424999,1,2475ChA ex280/em350,2.808333,Signal,-0.824194
0.8450000999999999,1,2475ChA ex280/em350,2.816667,Signal,-0.8193111
0.8475,1,2475ChA ex280/em350,2.825,Signal,-0.8173579999999999
0.8499998999999999,1,2475ChA ex280/em350,2.833333,Signal,-0.8144283
0.8525001,1,2475ChA ex280/em350,2.841667,Signal,-0.8105220999999999
0.855,1,2475ChA ex280/em350,2.85,Signal,-0.8105220999999999
0.8574999,1,2475ChA ex280/em350,2.858333,Signal,-0.8134518
0.8600000999999999,1,2475ChA ex280/em350,2.866667,Signal,-0.8144283
0.8625,1,2475ChA ex280/em350,2.875,Signal,-0.8163815
0.8649998999999999,1,2475ChA ex280/em350,2.883333,Signal,-0.8202877
0.8675001,1,2475ChA ex280/em350,2.891667,Signal,-0.8183345999999999
0.87,1,2475ChA ex280/em350,2.9,Signal,-0.8163815
0.8724999,1,2475ChA ex280/em350,2.908333,Signal,-0.8124752
0.8750001,1,2475ChA ex280/em350,2.916667,Signal,-0.8046627
0.8775000000000001,1,2475ChA ex280/em350,2.925,Signal,-0.7978268
0.8799999,1,2475ChA ex280/em350,2.933333,Signal,-0.7870845999999999
0.8825001,1,2475ChA ex280/em350,2.941667,Signal,-0.7753658
0.885,1,2475ChA ex280/em350,2.95,Signal,-0.7626704999999999
0.8874999,1,2475ChA ex280/em350,2.958333,Signal,-0.7489986
0.8900001,1,2475ChA ex280/em350,2.966667,Signal,-0.7363033
0.8925000000000001,1,2475ChA ex280/em350,2.975,Signal,-0.7236079999999999
0.8949999,1,2475ChA ex280/em350,2.983333,Signal,-0.7118893
0.8975000999999999,1,2475ChA ex280/em350,2.991667,Signal,-0.6982174
0.9,1,2475ChA ex280/em350,3.0,Signal,-0.6855221
0.9024999,1,2475ChA ex280/em350,3.008333,Signal,-0.667944
0.9050001,1,2475ChA ex280/em350,3.016667,Signal,-0.6435299
0.9075,1,2475ChA ex280/em350,3.025,Signal,-0.6152096
0.9099999,1,2475ChA ex280/em350,3.033333,Signal,-0.5820065
0.9125001,1,2475ChA ex280/em350,3.041667,Signal,-0.5468502
0.915,1,2475ChA ex280/em350,3.05,Signal,-0.511694
0.9174999,1,2475ChA ex280/em350,3.058333,Signal,-0.480444
0.9200001,1,2475ChA ex280/em350,3.066667,Signal,-0.4511470999999999
0.9225,1,2475ChA ex280/em350,3.075,Signal,-0.426733
0.9249999,1,2475ChA ex280/em350,3.083333,Signal,-0.4052485999999999
0.9275001,1,2475ChA ex280/em350,3.091667,Signal,-0.3808345999999999
0.93,1,2475ChA ex280/em350,3.1,Signal,-0.3525143
0.9324999,1,2475ChA ex280/em350,3.108333,Signal,-0.3202877
0.9350001,1,2475ChA ex280/em350,3.116667,Signal,-0.2802486
0.9375,1,2475ChA ex280/em350,3.125,Signal,-0.2353268
0.9399999,1,2475ChA ex280/em350,3.133333,Signal,-0.1835689999999999
0.9425001,1,2475ChA ex280/em350,3.141667,Signal,-0.1288814999999999
0.945,1,2475ChA ex280/em350,3.15,Signal,-0.07224083
0.9474999,1,2475ChA ex280/em350,3.158333,Signal,-0.0156002
0.9500001,1,2475ChA ex280/em350,3.166667,Signal,0.04299355
0.9525,1,2475ChA ex280/em350,3.175,Signal,0.1015872999999999
0.9549999,1,2475ChA ex280/em350,3.183333,Signal,0.1621342
0.9575001,1,2475ChA ex280/em350,3.191667,Signal,0.222681
0.96,1,2475ChA ex280/em350,3.2,Signal,0.2871342
0.9624999,1,2475ChA ex280/em350,3.208333,Signal,0.3545169999999999
