mL,Sample,Channel,Time,Normalization,Value
0.009999999776482582,5,2475ChB ex488/em509,0.03333333134651184,Signal,0.0
0.009999999776482582,6,2475ChA ex280/em350,0.03333333134651184,Signal,0.0
0.009999999776482582,6,2475ChB ex488/em509,0.03333333134651184,Signal,0.0
0.009999999776482582,7,2475ChA ex280/em350,0.03333333134651184,Signal,0.0
0.009999999776482582,7,2475ChB ex488/em509,0.03333333134651184,Signal,0.0
0.009999999776482582,8,2475ChA ex280/em350,0.03333333134651184,Signal,0.0
0.009999999776482582,8,2475ChB ex488/em509,0.03333333134651184,Signal,0.0
0.012500002048909664,1,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,1,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,2,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,2,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,3,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,3,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,4,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,4,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,5,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,5,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,6,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,6,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,7,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,7,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.012500002048909664,8,2475ChA ex280/em350,0.0416666716337204,Signal,0.0
0.012500002048909664,8,2475ChB ex488/em509,0.0416666716337204,Signal,0.0
0.015000000596046448,1,2475ChA ex280/em350,0.05000000074505806,Signal,0.1720123
0.015000000596046448,1,2475ChB ex488/em509,0.05000000074505806,Signal,0.2025566
0.015000000596046448,2,2475ChA ex280/em350,0.05000000074505806,Signal,0.0302515
0.015000000596046448,2,2475ChB ex488/em509,0.05000000074505806,Signal,0.1724319
0.015000000596046448,3,2475ChA ex280/em350,0.05000000074505806,Signal,0.05807304
0.015000000596046448,3,2475ChB ex488/em509,0.05000000074505806,Signal,0.2299004
0.015000000596046448,4,2475ChA ex280/em350,0.05000000074505806,Signal,0.05104828
0.015000000596046448,4,2475ChB ex488/em509,0.05000000074505806,Signal,0.2120132
0.015000000596046448,5,2475ChA ex280/em350,0.05000000074505806,Signal,0.04648972
0.015000000596046448,5,2475ChB ex488/em509,0.05000000074505806,Signal,0.1914978
0.015000000596046448,6,2475ChA ex280/em350,0.05000000074505806,Signal,0.135498
0.015000000596046448,6,2475ChB ex488/em509,0.05000000074505806,Signal,0.1787529
0.015000000596046448,7,2475ChA ex280/em350,0.05000000074505806,Signal,0.05981827
0.015000000596046448,7,2475ChB ex488/em509,0.05000000074505806,Signal,0.2138672
0.015000000596046448,8,2475ChA ex280/em350,0.05000000074505806,Signal,0.04687119
0.015000000596046448,8,2475ChB ex488/em509,0.05000000074505806,Signal,0.07260132
0.017500000074505806,1,2475ChA ex280/em350,0.05833332985639572,Signal,0.440567
0.017500000074505806,1,2475ChB ex488/em509,0.05833332985639572,Signal,0.5091972
0.017500000074505806,2,2475ChA ex280/em350,0.05833332985639572,Signal,0.07614994
0.017500000074505806,2,2475ChB ex488/em509,0.05833332985639572,Signal,0.4351273
0.017500000074505806,3,2475ChA ex280/em350,0.05833332985639572,Signal,0.1440105
0.017500000074505806,3,2475ChB ex488/em509,0.05833332985639572,Signal,0.5716972
0.017500000074505806,4,2475ChA ex280/em350,0.05833332985639572,Signal,0.125267
0.017500000074505806,4,2475ChB ex488/em509,0.05833332985639572,Signal,0.5254898
0.017500000074505806,5,2475ChA ex280/em350,0.05833332985639572,Signal,0.1168022
0.017500000074505806,5,2475ChB ex488/em509,0.05833332985639572,Signal,0.4766541
0.017500000074505806,6,2475ChA ex280/em350,0.05833332985639572,Signal,0.3259277
0.017500000074505806,6,2475ChB ex488/em509,0.05833332985639572,Signal,0.446331
0.017500000074505806,7,2475ChA ex280/em350,0.05833332985639572,Signal,0.1486855
0.017500000074505806,7,2475ChB ex488/em509,0.05833332985639572,Signal,0.5361328
0.017500000074505806,8,2475ChA ex280/em350,0.05833332985639572,Signal,0.1162071
0.017500000074505806,8,2475ChB ex488/em509,0.05833332985639572,Signal,0.1770935
0.020000001415610313,1,2475ChA ex280/em350,0.06666667014360428,Signal,0.9503326
0.020000001415610313,1,2475ChB ex488/em509,0.06666667014360428,Signal,1.100018
0.020000001415610313,2,2475ChA ex280/em350,0.06666667014360428,Signal,0.1659937
0.020000001415610313,2,2475ChB ex488/em509,0.06666667014360428,Signal,0.9370804
0.020000001415610313,3,2475ChA ex280/em350,0.06666667014360428,Signal,0.3110027
0.020000001415610313,3,2475ChB ex488/em509,0.06666667014360428,Signal,1.23283
0.020000001415610313,4,2475ChA ex280/em350,0.06666667014360428,Signal,0.2707748
0.020000001415610313,4,2475ChB ex488/em509,0.06666667014360428,Signal,1.136818
0.020000001415610313,5,2475ChA ex280/em350,0.06666667014360428,Signal,0.2642632
0.020000001415610313,5,2475ChB ex488/em509,0.06666667014360428,Signal,1.039154
0.020000001415610313,6,2475ChA ex280/em350,0.06666667014360428,Signal,0.6931152
0.020000001415610313,6,2475ChB ex488/em509,0.06666667014360428,Signal,0.961956
0.020000001415610313,7,2475ChA ex280/em350,0.06666667014360428,Signal,0.3234901
0.020000001415610313,7,2475ChB ex488/em509,0.06666667014360428,Signal,1.158203
0.020000001415610313,8,2475ChA ex280/em350,0.06666667014360428,Signal,0.2519493
0.020000001415610313,8,2475ChB ex488/em509,0.06666667014360428,Signal,0.3841248
0.02250000089406967,1,2475ChA ex280/em350,0.07500000298023224,Signal,1.82338
0.02250000089406967,1,2475ChB ex488/em509,0.07500000298023224,Signal,2.11076
0.02250000089406967,2,2475ChA ex280/em350,0.07500000298023224,Signal,0.334939
0.02250000089406967,2,2475ChB ex488/em509,0.07500000298023224,Signal,1.811104
0.02250000089406967,3,2475ChA ex280/em350,0.07500000298023224,Signal,0.5971355
0.02250000089406967,3,2475ChB ex488/em509,0.07500000298023224,Signal,2.365643
0.02250000089406967,4,2475ChA ex280/em350,0.07500000298023224,Signal,0.5188217
0.02250000089406967,4,2475ChB ex488/em509,0.07500000298023224,Signal,2.183693
0.02250000089406967,5,2475ChA ex280/em350,0.07500000298023224,Signal,0.5171928
0.02250000089406967,5,2475ChB ex488/em509,0.07500000298023224,Signal,1.999115
0.02250000089406967,6,2475ChA ex280/em350,0.07500000298023224,Signal,1.312256
0.02250000089406967,6,2475ChB ex488/em509,0.07500000298023224,Signal,1.847698
0.02250000089406967,7,2475ChA ex280/em350,0.07500000298023224,Signal,0.6203651
0.02250000089406967,7,2475ChB ex488/em509,0.07500000298023224,Signal,2.222656
0.02250000089406967,8,2475ChA ex280/em350,0.07500000298023224,Signal,0.4824181
0.02250000089406967,8,2475ChB ex488/em509,0.07500000298023224,Signal,0.7386169
0.02500000037252903,1,2475ChA ex280/em350,0.0833333283662796,Signal,3.128067
0.02500000037252903,1,2475ChB ex488/em509,0.0833333283662796,Signal,3.608807
0.02500000037252903,2,2475ChA ex280/em350,0.0833333283662796,Signal,0.8124781
0.02500000037252903,2,2475ChB ex488/em509,0.0833333283662796,Signal,3.154854
0.02500000037252903,3,2475ChA ex280/em350,0.0833333283662796,Signal,1.020964
0.02500000037252903,3,2475ChB ex488/em509,0.0833333283662796,Signal,4.037518
0.02500000037252903,4,2475ChA ex280/em350,0.0833333283662796,Signal,0.8860092
0.02500000037252903,4,2475ChB ex488/em509,0.0833333283662796,Signal,3.729591
